model,sample_id,turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n
blip2,7,11,,0,1.0,1,0.0,1
blip2,7,12,,0,1.0,1,0.0,1
blip2,7,13,,0,1.0,1,0.0,1
blip2,7,14,,0,1.0,1,0.0,1
blip2,7,15,,0,1.0,1,0.0,1
blip2,7,16,,0,1.0,1,0.0,1
blip2,8,1,,0,1.0,1,0.0,1
blip2,8,2,,0,1.0,1,0.0,1
blip2,8,3,,0,1.0,1,0.0,1
blip2,8,4,,0,1.0,1,0.0,1
blip2,8,5,,0,1.0,1,0.0,1
blip2,8,6,,0,1.0,1,0.0,1
blip2,8,7,,0,1.0,1,0.0,1
blip2,8,8,,0,1.0,1,0.0,1
blip2,8,9,,0,1.0,1,0.0,1
blip2,8,10,,0,1.0,1,0.0,1
blip2,8,11,,0,1.0,1,0.0,1
blip2,8,12,,0,1.0,1,0.0,1
blip2,8,13,,0,1.0,1,0.0,1
blip2,8,14,,0,1.0,1,0.0,1
blip2,8,15,,0,1.0,1,0.0,1
blip2,8,16,,0,1.0,1,0.0,1
blip2,8,17,,0,1.0,1,0.0,1
blip2,8,18,,0,1.0,1,0.0,1
blip2,8,19,,0,1.0,1,0.0,1
blip2,8,20,,0,1.0,1,0.0,1
blip2,9,1,,0,0.0,1,0.0,1
blip2,9,2,,0,1.0,1,0.0,1
blip2,9,3,,0,1.0,1,0.0,1
blip2,9,4,,0,1.0,1,0.0,1
blip2,9,5,,0,1.0,1,0.0,1
blip2,9,6,,0,1.0,1,0.0,1
blip2,9,7,,0,1.0,1,0.0,1
blip2,9,8,,0,1.0,1,0.0,1
blip2,10,1,,0,1.0,1,0.0,1
blip2,10,2,,0,1.0,1,0.0,1
blip2,10,3,,0,1.0,1,0.0,1
blip2,10,4,,0,1.0,1,0.0,1
blip2,10,5,,0,1.0,1,0.0,1
blip2,10,6,,0,1.0,1,0.0,1
blip2,10,7,,0,1.0,1,0.0,1
blip2,10,8,,0,1.0,1,0.0,1
blip2,10,9,,0,1.0,1,0.0,1
blip2,10,10,,0,1.0,1,0.0,1
blip2,10,11,,0,1.0,1,0.0,1
blip2,10,12,,0,1.0,1,0.0,1
blip2,10,13,,0,1.0,1,0.0,1
blip2,10,14,,0,1.0,1,0.0,1
blip2,10,15,,0,1.0,1,0.0,1
blip2,10,16,,0,1.0,1,0.0,1
blip2,11,1,,0,1.0,1,0.0,1
blip2,11,2,,0,1.0,1,0.0,1
blip2,11,3,,0,1.0,1,0.0,1
blip2,11,4,,0,1.0,1,0.0,1
blip2,11,5,,0,1.0,1,0.0,1
blip2,11,6,,0,1.0,1,0.0,1
blip2,11,7,,0,1.0,1,0.0,1
blip2,11,8,,0,1.0,1,0.0,1
blip2,11,9,,0,1.0,1,0.0,1
blip2,11,10,,0,1.0,1,0.0,1
blip2,11,11,,0,1.0,1,0.0,1
blip2,11,12,,0,1.0,1,0.0,1
blip2,11,13,,0,1.0,1,0.0,1
blip2,11,14,,0,1.0,1,0.0,1
blip2,11,15,,0,1.0,1,0.0,1
blip2,11,16,,0,1.0,1,0.0,1
blip2,12,1,,0,1.0,1,0.0,1
blip2,12,2,,0,1.0,1,0.0,1
blip2,12,3,,0,1.0,1,0.0,1
blip2,12,4,,0,1.0,1,0.0,1
blip2,12,5,,0,1.0,1,0.0,1
blip2,12,6,,0,1.0,1,0.0,1
blip2,12,7,,0,1.0,1,0.0,1
blip2,12,8,,0,1.0,1,0.0,1
blip2,12,9,,0,1.0,1,0.0,1
blip2,12,10,,0,1.0,1,0.0,1
blip2,12,11,,0,1.0,1,0.0,1
blip2,12,12,,0,1.0,1,0.0,1
blip2,12,13,,0,1.0,1,0.0,1
blip2,12,14,,0,1.0,1,0.0,1
blip2,12,15,,0,1.0,1,0.0,1
blip2,13,1,,0,1.0,1,0.0,1
blip2,13,2,,0,1.0,1,0.0,1
blip2,13,3,,0,1.0,1,0.0,1
blip2,13,4,,0,1.0,1,0.0,1
blip2,13,5,,0,1.0,1,0.0,1
blip2,13,6,,0,1.0,1,0.0,1
blip2,13,7,,0,1.0,1,0.0,1
blip2,13,8,,0,1.0,1,0.0,1
blip2,13,9,,0,1.0,1,0.0,1
blip2,13,10,,0,1.0,1,0.0,1
blip2,13,11,,0,1.0,1,0.0,1
blip2,13,12,,0,1.0,1,0.0,1
blip2,13,13,,0,1.0,1,0.0,1
blip2,13,14,,0,1.0,1,0.0,1
blip2,13,15,,0,1.0,1,0.0,1
blip2,13,16,,0,1.0,1,0.0,1
blip2,13,17,,0,1.0,1,0.0,1
blip2,13,18,,0,1.0,1,0.0,1
blip2,14,1,,0,1.0,1,0.0,1
blip2,14,2,,0,1.0,1,0.0,1
blip2,14,3,,0,1.0,1,0.0,1
blip2,14,4,,0,1.0,1,0.0,1
blip2,14,5,,0,1.0,1,0.0,1
blip2,14,6,,0,1.0,1,0.0,1
blip2,14,7,,0,1.0,1,0.0,1
blip2,14,8,,0,1.0,1,0.0,1
blip2,14,9,,0,1.0,1,0.0,1
blip2,14,10,,0,1.0,1,0.0,1
blip2,14,11,,0,1.0,1,0.0,1
blip2,14,12,,0,1.0,1,0.0,1
blip2,14,13,,0,1.0,1,0.0,1
blip2,15,1,,0,1.0,1,0.0,1
blip2,15,2,,0,1.0,1,0.0,1
blip2,15,3,,0,1.0,1,0.0,1
blip2,15,4,,0,1.0,1,0.0,1
blip2,15,5,,0,1.0,1,0.0,1
blip2,15,6,,0,1.0,1,0.0,1
blip2,15,7,,0,1.0,1,0.0,1
blip2,15,8,,0,1.0,1,0.0,1
blip2,15,9,,0,1.0,1,0.0,1
blip2,15,10,,0,1.0,1,0.0,1
blip2,15,11,,0,1.0,1,0.0,1
blip2,15,12,,0,1.0,1,0.0,1
blip2,15,13,,0,1.0,1,0.0,1
blip2,15,14,,0,1.0,1,0.0,1
blip2,15,15,,0,1.0,1,0.0,1
blip2,15,16,,0,1.0,1,0.0,1
blip2,15,17,,0,1.0,1,0.0,1
blip2,15,18,,0,1.0,1,0.0,1
blip2,15,19,,0,1.0,1,0.0,1
blip2,15,20,,0,1.0,1,0.0,1
blip2,16,1,,0,1.0,1,0.0,1
blip2,16,2,,0,1.0,1,0.0,1
blip2,16,3,,0,1.0,1,0.0,1
blip2,16,4,,0,1.0,1,0.0,1
blip2,16,5,,0,1.0,1,0.0,1
blip2,16,6,,0,1.0,1,0.0,1
blip2,16,7,,0,1.0,1,0.0,1
blip2,16,8,,0,1.0,1,0.0,1
blip2,16,9,,0,1.0,1,0.0,1
blip2,16,10,,0,1.0,1,0.0,1
blip2,16,11,,0,1.0,1,0.0,1
blip2,16,12,,0,1.0,1,0.0,1
blip2,16,13,,0,1.0,1,0.0,1
blip2,16,14,,0,1.0,1,0.0,1
blip2,16,15,,0,1.0,1,0.0,1
blip2,16,16,,0,1.0,1,0.0,1
blip2,17,1,,0,1.0,1,0.0,1
blip2,17,2,,0,1.0,1,0.0,1
blip2,17,3,,0,1.0,1,0.0,1
blip2,17,4,,0,1.0,1,0.0,1
blip2,17,5,,0,1.0,1,0.0,1
blip2,17,6,,0,1.0,1,0.0,1
blip2,17,7,,0,1.0,1,0.0,1
blip2,17,8,,0,1.0,1,0.0,1
blip2,17,9,,0,1.0,1,0.0,1
blip2,17,10,,0,1.0,1,0.0,1
blip2,17,11,,0,1.0,1,0.0,1
blip2,17,12,,0,1.0,1,0.0,1
blip2,17,13,,0,1.0,1,0.0,1
blip2,17,14,,0,1.0,1,0.0,1
blip2,17,15,,0,1.0,1,0.0,1
blip2,17,16,,0,1.0,1,0.0,1
blip2,17,17,,0,1.0,1,0.0,1
blip2,17,18,,0,1.0,1,0.0,1
blip2,18,1,,0,1.0,1,0.0,1
blip2,18,2,,0,1.0,1,0.0,1
blip2,18,3,,0,1.0,1,0.0,1
blip2,18,4,,0,1.0,1,0.0,1
blip2,18,5,,0,1.0,1,0.0,1
blip2,18,6,,0,1.0,1,0.0,1
blip2,18,7,,0,1.0,1,0.0,1
blip2,18,8,,0,1.0,1,0.0,1
blip2,18,9,,0,1.0,1,0.0,1
blip2,18,10,,0,1.0,1,0.0,1
blip2,18,11,,0,1.0,1,0.0,1
blip2,18,12,,0,1.0,1,0.0,1
blip2,18,13,,0,1.0,1,0.0,1
blip2,18,14,,0,1.0,1,0.0,1
blip2,18,15,,0,1.0,1,0.0,1
blip2,18,16,,0,1.0,1,0.0,1
blip2,18,17,,0,1.0,1,0.0,1
blip2,19,1,,0,1.0,1,0.0,1
blip2,19,2,,0,1.0,1,0.0,1
blip2,19,3,,0,1.0,1,0.0,1
blip2,19,4,,0,1.0,1,0.0,1
blip2,19,5,,0,1.0,1,0.0,1
blip2,19,6,,0,1.0,1,0.0,1
blip2,19,7,,0,1.0,1,0.0,1
blip2,19,8,,0,1.0,1,0.0,1
blip2,19,9,,0,1.0,1,0.0,1
blip2,19,10,,0,1.0,1,0.0,1
blip2,20,1,,0,1.0,1,0.0,1
blip2,20,2,,0,1.0,1,0.0,1
blip2,20,3,,0,1.0,1,0.0,1
blip2,20,4,,0,1.0,1,0.0,1
blip2,20,5,,0,1.0,1,0.0,1
blip2,20,6,,0,1.0,1,0.0,1
blip2,20,7,,0,1.0,1,0.0,1
blip2,20,8,,0,1.0,1,0.0,1
blip2,20,9,,0,1.0,1,0.0,1
blip2,20,10,,0,1.0,1,0.0,1
blip2,20,11,,0,1.0,1,0.0,1
blip2,20,12,,0,1.0,1,0.0,1
blip2,20,13,,0,1.0,1,0.0,1
blip2,20,14,,0,1.0,1,0.0,1
blip2,20,15,,0,1.0,1,0.0,1
blip2,20,16,,0,1.0,1,0.0,1
blip2,20,17,,0,1.0,1,0.0,1
blip2,20,18,,0,1.0,1,0.0,1
blip2,20,19,,0,1.0,1,0.0,1
blip2,21,1,,0,1.0,1,0.0,1
blip2,21,2,,0,1.0,1,0.0,1
blip2,21,3,,0,1.0,1,0.0,1
blip2,21,4,,0,1.0,1,0.0,1
blip2,21,5,,0,1.0,1,0.0,1
blip2,21,6,,0,1.0,1,0.0,1
blip2,21,7,,0,1.0,1,0.0,1
blip2,21,8,,0,1.0,1,0.0,1
blip2,21,9,,0,1.0,1,0.0,1
blip2,21,10,,0,1.0,1,0.0,1
blip2,21,11,,0,1.0,1,0.0,1
blip2,21,12,,0,1.0,1,0.0,1
blip2,21,13,,0,1.0,1,0.0,1
blip2,21,14,,0,1.0,1,0.0,1
blip2,21,15,,0,1.0,1,0.0,1
blip2,21,16,,0,1.0,1,0.0,1
blip2,22,1,,0,1.0,1,0.0,1
blip2,22,2,,0,1.0,1,0.0,1
blip2,22,3,,0,1.0,1,0.0,1
blip2,22,4,,0,1.0,1,0.0,1
blip2,22,5,,0,1.0,1,0.0,1
blip2,22,6,,0,1.0,1,0.0,1
blip2,22,7,,0,1.0,1,0.0,1
blip2,22,8,,0,1.0,1,0.0,1
blip2,22,9,,0,1.0,1,0.0,1
blip2,22,10,,0,1.0,1,0.0,1
blip2,22,11,,0,1.0,1,0.0,1
blip2,22,12,,0,1.0,1,0.0,1
blip2,22,13,,0,1.0,1,0.0,1
blip2,22,14,,0,1.0,1,0.0,1
blip2,22,15,,0,1.0,1,0.0,1
blip2,22,16,,0,1.0,1,0.0,1
blip2,23,1,,0,0.0,1,0.0,1
blip2,23,2,,0,1.0,1,0.0,1
blip2,23,3,,0,1.0,1,0.0,1
blip2,23,4,,0,1.0,1,0.0,1
blip2,23,5,,0,1.0,1,0.0,1
blip2,23,6,,0,1.0,1,0.0,1
blip2,23,7,,0,1.0,1,0.0,1
blip2,23,8,,0,1.0,1,0.0,1
blip2,23,9,,0,1.0,1,0.0,1
blip2,23,10,,0,1.0,1,0.0,1
blip2,23,11,,0,1.0,1,0.0,1
blip2,23,12,,0,1.0,1,0.0,1
blip2,23,13,,0,1.0,1,0.0,1
blip2,23,14,,0,1.0,1,0.0,1
blip2,23,15,,0,0.0,1,0.0,1
blip2,23,16,,0,1.0,1,0.0,1
blip2,23,17,,0,1.0,1,0.0,1
blip2,23,18,,0,1.0,1,0.0,1
blip2,23,19,,0,1.0,1,0.0,1
blip2,24,1,,0,1.0,1,0.0,1
blip2,24,2,,0,1.0,1,0.0,1
blip2,24,3,,0,1.0,1,0.0,1
blip2,24,4,,0,1.0,1,0.0,1
blip2,24,5,,0,1.0,1,0.0,1
blip2,24,6,,0,1.0,1,0.0,1
blip2,24,7,,0,1.0,1,0.0,1
blip2,24,8,,0,1.0,1,0.0,1
blip2,24,9,,0,1.0,1,0.0,1
blip2,24,10,,0,1.0,1,0.0,1
blip2,25,1,,0,1.0,1,0.0,1
blip2,25,2,,0,1.0,1,0.0,1
blip2,25,3,,0,1.0,1,0.0,1
blip2,25,4,,0,1.0,1,0.0,1
blip2,25,5,,0,1.0,1,0.0,1
blip2,25,6,,0,1.0,1,0.0,1
blip2,25,7,,0,1.0,1,0.0,1
blip2,25,8,,0,1.0,1,0.0,1
blip2,26,1,,0,1.0,1,0.0,1
blip2,26,2,,0,1.0,1,0.0,1
blip2,26,3,,0,1.0,1,0.0,1
blip2,26,4,,0,1.0,1,0.0,1
blip2,26,5,,0,1.0,1,0.0,1
blip2,26,6,,0,1.0,1,0.0,1
blip2,26,7,,0,1.0,1,0.0,1
blip2,26,8,,0,1.0,1,0.0,1
blip2,26,9,,0,1.0,1,0.0,1
blip2,26,10,,0,1.0,1,0.0,1
blip2,26,11,,0,1.0,1,0.0,1
blip2,26,12,,0,1.0,1,0.0,1
blip2,26,13,,0,1.0,1,0.0,1
blip2,27,1,,0,1.0,1,0.0,1
blip2,27,2,,0,1.0,1,0.0,1
blip2,27,3,,0,1.0,1,0.0,1
blip2,27,4,,0,1.0,1,0.0,1
blip2,27,5,,0,1.0,1,0.0,1
blip2,27,6,,0,1.0,1,0.0,1
blip2,27,7,,0,1.0,1,0.0,1
blip2,27,8,,0,1.0,1,0.0,1
blip2,27,9,,0,1.0,1,0.0,1
blip2,27,10,,0,1.0,1,0.0,1
blip2,27,11,,0,1.0,1,0.0,1
blip2,27,12,,0,1.0,1,0.0,1
blip2,27,13,,0,1.0,1,0.0,1
blip2,27,14,,0,1.0,1,0.0,1
blip2,27,15,,0,1.0,1,0.0,1
blip2,27,16,,0,1.0,1,0.0,1
blip2,27,17,,0,1.0,1,0.0,1
blip2,27,18,,0,1.0,1,0.0,1
blip2,28,1,,0,1.0,1,0.0,1
blip2,28,2,,0,1.0,1,0.0,1
blip2,28,3,,0,1.0,1,0.0,1
blip2,28,4,,0,1.0,1,0.0,1
blip2,28,5,,0,1.0,1,0.0,1
blip2,28,6,,0,1.0,1,0.0,1
blip2,28,7,,0,1.0,1,0.0,1
blip2,28,8,,0,1.0,1,0.0,1
blip2,28,9,,0,1.0,1,0.0,1
blip2,28,10,,0,1.0,1,0.0,1
blip2,28,11,,0,1.0,1,0.0,1
blip2,28,12,,0,1.0,1,0.0,1
blip2,28,13,,0,1.0,1,0.0,1
blip2,28,14,,0,1.0,1,0.0,1
blip2,28,15,,0,1.0,1,0.0,1
blip2,28,16,,0,1.0,1,0.0,1
blip2,28,17,,0,1.0,1,0.0,1
blip2,28,18,,0,1.0,1,0.0,1
blip2,28,19,,0,1.0,1,0.0,1
blip2,28,20,,0,1.0,1,0.0,1
blip2,29,1,,0,1.0,1,0.0,1
blip2,29,2,,0,1.0,1,0.0,1
blip2,29,3,,0,1.0,1,0.0,1
blip2,29,4,,0,1.0,1,0.0,1
blip2,29,5,,0,1.0,1,0.0,1
blip2,29,6,,0,1.0,1,0.0,1
blip2,29,7,,0,1.0,1,0.0,1
blip2,29,8,,0,1.0,1,0.0,1
blip2,29,9,,0,1.0,1,0.0,1
blip2,29,10,,0,1.0,1,0.0,1
blip2,30,1,,0,1.0,1,0.0,1
blip2,30,2,,0,1.0,1,0.0,1
blip2,30,3,,0,1.0,1,0.0,1
blip2,30,4,,0,1.0,1,0.0,1
blip2,30,5,,0,1.0,1,0.0,1
blip2,30,6,,0,1.0,1,0.0,1
blip2,30,7,,0,1.0,1,0.0,1
blip2,30,8,,0,1.0,1,0.0,1
blip2,30,9,,0,1.0,1,0.0,1
blip2,30,10,,0,1.0,1,0.0,1
blip2,30,11,,0,1.0,1,0.0,1
blip2,30,12,,0,1.0,1,0.0,1
blip2,30,13,,0,1.0,1,0.0,1
blip2,31,1,,0,1.0,1,0.0,1
blip2,31,2,,0,1.0,1,0.0,1
blip2,31,3,,0,1.0,1,0.0,1
blip2,31,4,,0,1.0,1,0.0,1
blip2,31,5,,0,1.0,1,0.0,1
blip2,31,6,,0,1.0,1,0.0,1
blip2,31,7,,0,1.0,1,0.0,1
blip2,31,8,,0,1.0,1,0.0,1
blip2,31,9,,0,1.0,1,0.0,1
blip2,31,10,,0,1.0,1,0.0,1
blip2,31,11,,0,1.0,1,0.0,1
blip2,31,12,,0,1.0,1,0.0,1
blip2,31,13,,0,1.0,1,0.0,1
blip2,31,14,,0,1.0,1,0.0,1
blip2,31,15,,0,1.0,1,0.0,1
blip2,31,16,,0,1.0,1,0.0,1
blip2,31,17,,0,1.0,1,0.0,1
blip2,32,1,,0,1.0,1,0.0,1
blip2,32,2,,0,1.0,1,0.0,1
blip2,32,3,,0,1.0,1,0.0,1
blip2,32,4,,0,1.0,1,0.0,1
blip2,32,5,,0,1.0,1,0.0,1
blip2,32,6,,0,1.0,1,0.0,1
blip2,32,7,,0,1.0,1,0.0,1
blip2,32,8,,0,1.0,1,0.0,1
blip2,32,9,,0,1.0,1,0.0,1
blip2,32,10,,0,1.0,1,0.0,1
blip2,32,11,,0,1.0,1,0.0,1
blip2,32,12,,0,1.0,1,0.0,1
blip2,32,13,,0,1.0,1,0.0,1
blip2,32,14,,0,1.0,1,0.0,1
blip2,32,15,,0,1.0,1,0.0,1
blip2,32,16,,0,1.0,1,0.0,1
blip2,32,17,,0,1.0,1,0.0,1
blip2,32,18,,0,1.0,1,0.0,1
blip2,32,19,,0,1.0,1,0.0,1
blip2,32,20,,0,1.0,1,0.0,1
blip2,33,1,,0,1.0,1,0.0,1
blip2,33,2,,0,1.0,1,0.0,1
blip2,33,3,,0,1.0,1,0.0,1
blip2,33,4,,0,1.0,1,0.0,1
blip2,33,5,,0,1.0,1,0.0,1
blip2,33,6,,0,1.0,1,0.0,1
blip2,33,7,,0,1.0,1,0.0,1
blip2,33,8,,0,1.0,1,0.0,1
blip2,33,9,,0,1.0,1,0.0,1
blip2,33,10,,0,1.0,1,0.0,1
blip2,33,11,,0,1.0,1,0.0,1
blip2,33,12,,0,1.0,1,0.0,1
blip2,33,13,,0,1.0,1,0.0,1
blip2,33,14,,0,1.0,1,0.0,1
blip2,33,15,,0,1.0,1,0.0,1
blip2,33,16,,0,1.0,1,0.0,1
blip2,33,17,,0,1.0,1,0.0,1
blip2,33,18,,0,1.0,1,0.0,1
blip2,33,19,,0,1.0,1,0.0,1
blip2,33,20,,0,1.0,1,0.0,1
blip2,34,1,,0,1.0,1,0.0,1
blip2,34,2,,0,1.0,1,0.0,1
blip2,34,3,,0,1.0,1,0.0,1
blip2,34,4,,0,1.0,1,0.0,1
blip2,34,5,,0,1.0,1,0.0,1
blip2,34,6,,0,1.0,1,0.0,1
blip2,34,7,,0,1.0,1,0.0,1
blip2,34,8,,0,1.0,1,0.0,1
blip2,34,9,,0,1.0,1,0.0,1
blip2,34,10,,0,1.0,1,0.0,1
blip2,35,1,,0,1.0,1,0.0,1
blip2,35,2,,0,1.0,1,0.0,1
blip2,35,3,,0,1.0,1,0.0,1
blip2,35,4,,0,1.0,1,0.0,1
blip2,35,5,,0,1.0,1,0.0,1
blip2,35,6,,0,1.0,1,0.0,1
blip2,35,7,,0,1.0,1,0.0,1
blip2,35,8,,0,1.0,1,0.0,1
blip2,35,9,,0,1.0,1,0.0,1
blip2,35,10,,0,1.0,1,0.0,1
blip2,35,11,,0,1.0,1,0.0,1
blip2,35,12,,0,1.0,1,0.0,1
blip2,35,13,,0,1.0,1,0.0,1
blip2,35,14,,0,1.0,1,0.0,1
blip2,35,15,,0,1.0,1,0.0,1
blip2,36,1,,0,1.0,1,0.0,1
blip2,36,2,,0,1.0,1,0.0,1
blip2,36,3,,0,1.0,1,0.0,1
blip2,36,4,,0,1.0,1,0.0,1
blip2,36,5,,0,1.0,1,0.0,1
blip2,36,6,,0,1.0,1,0.0,1
blip2,36,7,,0,1.0,1,0.0,1
blip2,36,8,,0,1.0,1,0.0,1
blip2,36,9,,0,1.0,1,0.0,1
blip2,36,10,,0,1.0,1,0.0,1
blip2,37,1,,0,1.0,1,0.0,1
blip2,37,2,,0,1.0,1,0.0,1
blip2,37,3,,0,1.0,1,0.0,1
blip2,37,4,,0,1.0,1,0.0,1
blip2,37,5,,0,1.0,1,0.0,1
blip2,37,6,,0,1.0,1,0.0,1
blip2,37,7,,0,1.0,1,0.0,1
blip2,37,8,,0,1.0,1,0.0,1
blip2,37,9,,0,1.0,1,0.0,1
blip2,37,10,,0,1.0,1,0.0,1
blip2,37,11,,0,1.0,1,0.0,1
blip2,37,12,,0,1.0,1,0.0,1
blip2,37,13,,0,1.0,1,0.0,1
blip2,37,14,,0,1.0,1,0.0,1
blip2,37,15,,0,1.0,1,0.0,1
blip2,37,16,,0,1.0,1,0.0,1
blip2,37,17,,0,1.0,1,0.0,1
blip2,37,18,,0,1.0,1,0.0,1
blip2,37,19,,0,1.0,1,0.0,1
blip2,37,20,,0,1.0,1,0.0,1
blip2,38,1,,0,1.0,1,0.0,1
blip2,38,2,,0,1.0,1,0.0,1
blip2,38,3,,0,1.0,1,0.0,1
blip2,38,4,,0,1.0,1,0.0,1
blip2,38,5,,0,1.0,1,0.0,1
blip2,38,6,,0,1.0,1,0.0,1
blip2,38,7,,0,1.0,1,0.0,1
blip2,38,8,,0,1.0,1,0.0,1
blip2,38,9,,0,1.0,1,0.0,1
blip2,38,10,,0,1.0,1,0.0,1
blip2,39,1,,0,1.0,1,0.0,1
blip2,39,2,,0,1.0,1,0.0,1
blip2,39,3,,0,1.0,1,0.0,1
blip2,39,4,,0,1.0,1,0.0,1
blip2,39,5,,0,1.0,1,0.0,1
blip2,39,6,,0,1.0,1,0.0,1
blip2,39,7,,0,1.0,1,0.0,1
blip2,39,8,,0,1.0,1,0.0,1
blip2,39,9,,0,1.0,1,0.0,1
blip2,39,10,,0,1.0,1,0.0,1
blip2,39,11,,0,1.0,1,0.0,1
blip2,39,12,,0,1.0,1,0.0,1
blip2,39,13,,0,1.0,1,0.0,1
blip2,39,14,,0,1.0,1,0.0,1
blip2,39,15,,0,1.0,1,0.0,1
