model	sample_id	image_id	turn	delta	ok
BLIP2	104	-1	0		0
BLIP2	105	-1	0		0
BLIP2	106	-1	0		0
BLIP2	107	-1	0		0
BLIP2	108	-1	0		0
BLIP2	109	-1	0		0
LLAVA	0	-1	0		1
LLAVA	1	-1	0		1
LLAVA	2	-1	0		1
LLAVA	3	-1	0		1
LLAVA	4	-1	0		0
LLAVA	5	-1	0		1
LLAVA	6	-1	0		1
LLAVA	7	-1	0		0
LLAVA	8	-1	0		1
LLAVA	9	-1	0		1
LLAVA	10	-1	0		1
LLAVA	11	-1	0		0
LLAVA	12	-1	0		0
LLAVA	13	-1	0		0
LLAVA	14	-1	0		1
LLAVA	15	-1	0		1
LLAVA	16	-1	0		0
LLAVA	17	-1	0		1
LLAVA	18	-1	0		0
LLAVA	19	-1	0		1
LLAVA	20	-1	0		0
LLAVA	21	-1	0		1
LLAVA	22	-1	0		1
LLAVA	23	-1	0		0
LLAVA	24	-1	0		0
LLAVA	25	-1	0		1
LLAVA	26	-1	0		0
LLAVA	27	-1	0		1
LLAVA	28	-1	0		0
LLAVA	29	-1	0		0
LLAVA	30	-1	0		1
LLAVA	31	-1	0		0
LLAVA	32	-1	0		0
LLAVA	33	-1	0		0
LLAVA	34	-1	0		0
LLAVA	35	-1	0		0
LLAVA	36	-1	0		1
LLAVA	37	-1	0		0
LLAVA	38	-1	0		1
LLAVA	39	-1	0		0
LLAVA	40	-1	0		0
LLAVA	41	-1	0		1
LLAVA	42	-1	0		0
LLAVA	43	-1	0		0
LLAVA	44	-1	0		1
LLAVA	45	-1	0		0
LLAVA	46	-1	0		1
LLAVA	47	-1	0		0
LLAVA	48	-1	0		1
LLAVA	49	-1	0		0
LLAVA	50	-1	0		1
LLAVA	51	-1	0		0
LLAVA	52	-1	0		0
LLAVA	53	-1	0		1
LLAVA	54	-1	0		0
LLAVA	55	-1	0		1
LLAVA	56	-1	0		0
LLAVA	57	-1	0		1
LLAVA	58	-1	0		1
LLAVA	59	-1	0		0
LLAVA	60	-1	0		1
LLAVA	61	-1	0		1
LLAVA	62	-1	0		1
LLAVA	63	-1	0		0
LLAVA	64	-1	0		1
LLAVA	65	-1	0		0
LLAVA	66	-1	0		1
LLAVA	67	-1	0		1
LLAVA	68	-1	0		0
LLAVA	69	-1	0		1
LLAVA	70	-1	0		0
LLAVA	71	-1	0		1
LLAVA	72	-1	0		0
LLAVA	73	-1	0		1
LLAVA	74	-1	0		0
LLAVA	75	-1	0		1
LLAVA	76	-1	0		0
LLAVA	77	-1	0		1
LLAVA	78	-1	0		0
LLAVA	79	-1	0		0
LLAVA	80	-1	0		0
LLAVA	81	-1	0		1
LLAVA	82	-1	0		0
LLAVA	83	-1	0		1
LLAVA	84	-1	0		1
LLAVA	85	-1	0		1
LLAVA	86	-1	0		1
LLAVA	87	-1	0		0
LLAVA	88	-1	0		0
LLAVA	89	-1	0		0
LLAVA	90	-1	0		1
LLAVA	91	-1	0		1
LLAVA	92	-1	0		1
LLAVA	93	-1	0		1
LLAVA	94	-1	0		1
LLAVA	95	-1	0		1
LLAVA	96	-1	0		1
LLAVA	97	-1	0		0
LLAVA	98	-1	0		1
LLAVA	99	-1	0		0
LLAVA	100	-1	0		1
LLAVA	101	-1	0		1
LLAVA	102	-1	0		1
LLAVA	103	-1	0		1
LLAVA	104	-1	0		0
LLAVA	105	-1	0		1
LLAVA	106	-1	0		0
LLAVA	107	-1	0		0
LLAVA	108	-1	0		0
LLAVA	109	-1	0		0
QWEN	0	-1	0		1
QWEN	1	-1	0		1
QWEN	2	-1	0		1
QWEN	3	-1	0		1
QWEN	4	-1	0		0
QWEN	5	-1	0		1
QWEN	6	-1	0		0
QWEN	7	-1	0		0
QWEN	8	-1	0		1
QWEN	9	-1	0		0
QWEN	10	-1	0		1
QWEN	11	-1	0		0
QWEN	12	-1	0		0
QWEN	13	-1	0		1
QWEN	14	-1	0		1
QWEN	15	-1	0		0
QWEN	16	-1	0		0
QWEN	17	-1	0		1
QWEN	18	-1	0		0
QWEN	19	-1	0		0
QWEN	20	-1	0		0
QWEN	21	-1	0		1
QWEN	22	-1	0		1
QWEN	23	-1	0		0
QWEN	24	-1	0		1
QWEN	25	-1	0		1
QWEN	26	-1	0		0
QWEN	27	-1	0		1
QWEN	28	-1	0		0
QWEN	29	-1	0		1
QWEN	30	-1	0		1
QWEN	31	-1	0		1
QWEN	32	-1	0		1
QWEN	33	-1	0		0
QWEN	34	-1	0		0
QWEN	35	-1	0		0
QWEN	36	-1	0		0
QWEN	37	-1	0		1
QWEN	38	-1	0		1
QWEN	39	-1	0		1
QWEN	40	-1	0		1
QWEN	41	-1	0		0
QWEN	42	-1	0		0
QWEN	43	-1	0		1
QWEN	44	-1	0		1
QWEN	45	-1	0		1
QWEN	46	-1	0		0
QWEN	47	-1	0		1
QWEN	48	-1	0		1
QWEN	49	-1	0		0
QWEN	50	-1	0		0
QWEN	51	-1	0		1
QWEN	52	-1	0		0
QWEN	53	-1	0		1
QWEN	54	-1	0		0
QWEN	55	-1	0		0
QWEN	56	-1	0		1
QWEN	57	-1	0		0
QWEN	58	-1	0		1
QWEN	59	-1	0		1
QWEN	60	-1	0		1
QWEN	61	-1	0		1
QWEN	62	-1	0		1
QWEN	63	-1	0		1
QWEN	64	-1	0		0
QWEN	65	-1	0		0
QWEN	66	-1	0		1
QWEN	67	-1	0		1
QWEN	68	-1	0		1
QWEN	69	-1	0		1
QWEN	70	-1	0		0
QWEN	71	-1	0		0
QWEN	72	-1	0		1
QWEN	73	-1	0		1
QWEN	74	-1	0		0
QWEN	75	-1	0		1
QWEN	76	-1	0		0
QWEN	77	-1	0		1
QWEN	78	-1	0		1
QWEN	79	-1	0		0
QWEN	80	-1	0		1
QWEN	81	-1	0		1
QWEN	82	-1	0		0
QWEN	83	-1	0		1
QWEN	84	-1	0		0
QWEN	85	-1	0		0
QWEN	86	-1	0		1
QWEN	87	-1	0		0
QWEN	88	-1	0		1
QWEN	89	-1	0		0
QWEN	90	-1	0		1
QWEN	91	-1	0		1
QWEN	92	-1	0		0
QWEN	93	-1	0		0
QWEN	94	-1	0		1
QWEN	95	-1	0		1
QWEN	96	-1	0		1
QWEN	97	-1	0		0
QWEN	98	-1	0		0
QWEN	99	-1	0		0
QWEN	100	-1	0		0
QWEN	101	-1	0		1
QWEN	102	-1	0		0
QWEN	103	-1	0		1
QWEN	104	-1	0		0
QWEN	105	-1	0		1
QWEN	106	-1	0		1
QWEN	107	-1	0		0
QWEN	108	-1	0		0
QWEN	109	-1	0		0
