model	sample_id	img	src_turn	dst_turn	length	recovered
blip2	77	1	13	15	2	1
blip2	77	2	1	2	1	1
blip2	77	2	9	12	3	1
blip2	77	2	13	15	2	1
blip2	77	2	16	16	0	0
blip2	77	3	1	2	1	1
blip2	77	3	9	10	1	1
blip2	77	3	11	12	1	1
blip2	77	3	13	15	2	1
blip2	78	1	2	3	1	1
blip2	78	1	4	8	4	1
blip2	78	1	10	11	1	1
blip2	78	1	12	17	5	1
blip2	78	1	18	19	1	1
blip2	78	2	1	3	2	1
blip2	78	2	5	6	1	1
blip2	78	2	7	8	1	1
blip2	78	2	9	15	6	0
blip2	79	1	1	18	17	0
blip2	79	2	5	9	4	1
blip2	79	2	13	15	2	1
blip2	79	2	16	17	1	1
blip2	79	3	1	10	9	1
blip2	79	3	12	19	7	1
blip2	79	3	20	20	0	0
blip2	79	4	1	6	5	1
blip2	79	4	8	19	11	1
blip2	80	1	1	5	4	1
blip2	80	1	6	7	1	0
blip2	80	2	1	5	4	1
blip2	80	2	6	7	1	0
blip2	80	3	1	5	4	1
blip2	80	3	6	7	1	0
blip2	81	1	1	3	2	1
blip2	81	1	10	13	3	1
blip2	81	2	4	20	16	0
blip2	81	3	8	18	10	1
blip2	81	4	2	16	14	0
blip2	81	5	5	15	10	1
blip2	81	5	19	20	1	0
blip2	82	1	1	7	6	0
blip2	82	2	3	8	5	0
blip2	82	3	1	7	6	0
blip2	82	4	1	8	7	0
blip2	83	1	1	7	6	0
blip2	83	2	1	7	6	0
blip2	83	3	1	7	6	0
blip2	84	1	1	2	1	1
blip2	84	1	3	4	1	1
blip2	84	1	5	10	5	0
blip2	84	2	1	2	1	1
blip2	84	2	3	4	1	1
blip2	84	2	5	10	5	0
blip2	85	1	1	18	17	0
blip2	85	2	1	15	14	1
blip2	85	2	17	17	0	0
blip2	85	3	1	14	13	0
blip2	85	4	1	18	17	0
blip2	86	1	1	4	3	1
blip2	86	1	6	15	9	1
blip2	86	1	16	16	0	0
blip2	86	2	1	13	12	1
blip2	86	2	14	16	2	0
blip2	86	3	1	12	11	1
blip2	86	3	16	17	1	0
blip2	87	1	1	6	5	0
blip2	87	2	1	6	5	0
blip2	87	3	1	6	5	0
blip2	88	1	20	20	0	0
blip2	88	2	6	13	7	1
blip2	88	3	2	16	14	1
blip2	88	3	19	19	0	0
blip2	88	4	2	5	3	1
blip2	88	4	6	7	1	1
blip2	88	5	14	15	1	1
blip2	88	5	17	20	3	0
blip2	89	1	1	6	5	1
blip2	89	1	7	8	1	0
blip2	89	2	1	6	5	1
blip2	89	2	7	8	1	0
blip2	90	1	1	2	1	1
blip2	90	1	9	18	9	0
blip2	90	2	4	16	12	0
blip2	90	3	1	5	4	1
blip2	90	3	6	19	13	1
blip2	90	3	20	20	0	0
blip2	90	4	6	19	13	1
blip2	91	1	10	16	6	1
blip2	91	1	18	19	1	0
blip2	91	2	1	18	17	0
blip2	91	3	5	7	2	1
blip2	91	3	8	15	7	1
blip2	91	3	18	18	0	0
blip2	91	4	2	3	1	1
blip2	91	4	6	19	13	0
blip2	92	1	1	3	2	1
blip2	92	1	4	16	12	0
blip2	92	2	1	3	2	1
blip2	92	2	4	11	7	1
blip2	92	2	12	16	4	0
blip2	93	1	1	4	3	1
blip2	93	1	6	7	1	1
blip2	93	1	10	17	7	1
blip2	93	1	18	19	1	0
blip2	93	2	1	7	6	1
blip2	93	2	10	15	5	1
blip2	93	2	16	19	3	0
blip2	94	1	3	5	2	1
blip2	94	1	7	11	4	1
blip2	94	1	12	15	3	0
blip2	94	2	1	5	4	1
blip2	94	2	7	11	4	1
blip2	94	2	12	14	2	0
blip2	95	1	2	14	12	1
blip2	95	2	2	15	13	1
blip2	96	1	1	9	8	1
blip2	96	1	11	15	4	1
blip2	96	1	16	16	0	0
blip2	96	2	1	2	1	1
blip2	96	2	3	9	6	1
blip2	96	2	11	15	4	1
blip2	96	2	16	16	0	0
blip2	97	1	2	5	3	1
blip2	97	1	6	12	6	1
blip2	97	1	14	16	2	0
blip2	97	2	1	3	2	1
blip2	97	2	4	12	8	1
blip2	97	2	14	16	2	0
blip2	98	1	1	2	1	1
blip2	98	1	3	8	5	1
blip2	98	1	9	13	4	1
blip2	98	1	14	14	0	0
blip2	98	2	1	2	1	1
blip2	98	2	3	8	5	1
blip2	98	2	9	13	4	1
blip2	98	2	14	15	1	0
blip2	99	1	1	7	6	1
blip2	99	1	8	19	11	0
blip2	99	2	1	11	10	1
blip2	99	2	12	18	6	1
blip2	99	3	1	4	3	1
blip2	99	3	6	9	3	1
blip2	99	3	10	15	5	1
blip2	99	3	16	17	1	0
blip2	100	1	1	20	19	0
blip2	100	2	4	18	14	0
blip2	100	3	1	20	19	0
blip2	100	4	1	20	19	0
blip2	100	5	1	20	19	0
blip2	100	6	2	19	17	0
blip2	100	7	5	18	13	0
blip2	100	8	7	7	0	0
blip2	100	9	1	20	19	0
blip2	101	1	7	10	3	0
blip2	101	2	2	10	8	0
blip2	101	3	1	10	9	0
blip2	101	4	1	10	9	0
blip2	101	5	2	10	8	0
blip2	101	6	2	10	8	0
blip2	101	7	1	10	9	0
blip2	101	8	1	10	9	0
blip2	101	9	1	10	9	0
blip2	101	10	1	10	9	0
blip2	101	11	1	10	9	0
blip2	102	1	1	3	2	1
blip2	102	1	4	7	3	0
blip2	102	2	10	11	1	0
blip2	102	3	2	8	6	1
blip2	102	3	10	11	1	0
blip2	102	5	1	3	2	1
blip2	102	5	4	11	7	0
blip2	102	6	10	11	1	0
blip2	102	7	2	8	6	1
blip2	102	7	10	11	1	0
blip2	102	8	2	9	7	1
blip2	102	8	10	11	1	0
blip2	102	9	1	3	2	1
blip2	102	9	6	11	5	0
blip2	103	1	13	18	5	0
blip2	103	2	2	18	16	0
blip2	103	3	2	11	9	1
blip2	103	3	12	17	5	1
blip2	103	3	18	20	2	0
blip2	103	4	18	18	0	0
blip2	103	5	2	18	16	0
blip2	103	6	3	20	17	0
blip2	103	7	1	20	19	0
blip2	103	8	1	16	15	0
blip2	103	9	1	11	10	1
blip2	103	9	14	20	6	0
blip2	103	10	1	19	18	0
blip2	104	1	1	12	11	0
blip2	104	2	1	3	2	0
blip2	104	3	1	12	11	0
blip2	104	4	1	12	11	0
blip2	104	5	1	2	1	1
blip2	104	5	4	5	1	1
blip2	104	5	6	12	6	0
blip2	104	6	1	2	1	1
blip2	104	6	6	12	6	0
blip2	104	7	1	12	11	0
blip2	104	8	4	11	7	0
blip2	104	9	11	11	0	0
blip2	104	10	4	11	7	0
blip2	104	11	11	11	0	0
blip2	105	1	1	9	8	0
blip2	105	2	1	2	1	1
blip2	105	2	4	5	1	1
blip2	105	3	1	6	5	0
blip2	105	4	1	11	10	0
blip2	105	5	1	1	0	0
blip2	105	6	1	12	11	0
blip2	105	7	6	12	6	0
blip2	105	8	6	7	1	0
blip2	105	10	12	12	0	0
blip2	105	11	3	10	7	0
blip2	106	1	1	9	8	0
blip2	106	6	4	4	0	0
blip2	106	7	4	7	3	1
blip2	106	7	9	9	0	0
blip2	106	8	3	5	2	1
blip2	106	8	6	8	2	1
blip2	106	8	9	10	1	1
blip2	106	9	4	8	4	1
blip2	106	9	9	10	1	1
blip2	106	10	1	2	1	1
blip2	106	10	3	9	6	0
blip2	107	1	2	9	7	0
blip2	107	2	6	7	1	0
blip2	107	3	4	7	3	0
blip2	107	4	6	10	4	1
blip2	107	5	3	11	8	0
blip2	107	6	3	8	5	0
blip2	107	7	2	11	9	0
blip2	107	8	1	9	8	0
blip2	107	9	1	10	9	1
blip2	107	10	4	4	0	0
blip2	107	11	7	7	0	0
blip2	108	1	5	17	12	0
blip2	108	2	2	13	11	0
blip2	108	3	6	17	11	0
blip2	108	4	2	4	2	1
blip2	108	4	7	16	9	0
blip2	108	5	5	16	11	0
blip2	108	6	7	15	8	1
blip2	108	6	16	16	0	0
blip2	108	7	5	16	11	0
blip2	108	8	2	15	13	1
blip2	108	8	16	16	0	0
blip2	108	9	13	14	1	0
blip2	108	10	7	16	9	0
blip2	108	11	9	9	0	0
blip2	108	12	9	9	0	0
blip2	108	13	3	3	0	0
blip2	108	14	9	9	0	0
blip2	108	15	6	6	0	0
blip2	108	16	14	14	0	0
blip2	108	17	17	17	0	0
blip2	108	18	17	17	0	0
blip2	109	1	1	9	8	1
blip2	109	1	12	16	4	0
blip2	109	2	1	9	8	1
blip2	109	2	17	17	0	0
blip2	109	3	1	9	8	1
blip2	109	3	19	19	0	0
blip2	109	4	2	9	7	1
blip2	109	4	12	16	4	0
blip2	109	5	2	9	7	1
blip2	109	5	11	19	8	0
blip2	109	6	11	17	6	0
blip2	109	7	14	14	0	0
blip2	109	8	8	9	1	1
blip2	109	8	19	19	0	0
blip2	109	9	8	9	1	1
blip2	109	9	19	19	0	0
blip2	109	10	2	9	7	1
blip2	109	10	12	19	7	0
blip2	109	11	3	9	6	1
blip2	109	11	10	16	6	0
blip2	109	12	4	9	5	1
blip2	109	12	14	15	1	0
blip2	109	13	5	9	4	1
blip2	109	13	10	10	0	0
blip2	109	14	8	19	11	0
blip2	109	15	8	19	11	0
blip2	109	16	14	14	0	0
blip2	109	17	6	6	0	0
blip2	109	19	7	7	0	0
blip2	109	20	7	7	0	0
llava	0	3	7	8	1	1
llava	0	3	11	12	1	1
llava	0	4	7	9	2	1
llava	1	1	7	7	0	0
llava	1	2	7	11	4	1
llava	1	3	7	10	3	1
llava	1	4	7	9	2	1
llava	2	1	2	3	1	1
llava	2	1	4	6	2	1
llava	2	1	10	13	3	1
llava	2	1	15	17	2	0
llava	2	2	4	7	3	1
llava	2	2	10	12	2	1
llava	2	2	15	17	2	0
llava	2	3	4	8	4	1
llava	2	3	9	13	4	1
llava	2	3	15	17	2	0
llava	3	1	2	5	3	1
llava	3	1	12	13	1	1
llava	3	2	12	13	1	1
llava	3	3	3	5	2	1
llava	3	3	12	17	5	0
llava	3	4	3	10	7	1
llava	3	4	14	18	4	1
llava	4	1	1	9	8	1
llava	4	1	10	10	0	0
llava	4	2	2	3	1	1
llava	4	2	6	11	5	1
llava	5	1	5	8	3	1
llava	5	1	9	11	2	1
llava	5	1	14	15	1	1
llava	5	2	5	7	2	1
llava	5	2	9	11	2	1
llava	5	2	14	15	1	1
llava	6	1	1	2	1	1
llava	6	1	5	6	1	1
llava	6	1	7	14	7	0
llava	6	2	1	4	3	1
llava	6	2	5	6	1	1
llava	6	2	7	15	8	1
llava	7	1	2	7	5	1
llava	7	1	10	11	1	1
llava	7	1	13	16	3	0
llava	7	2	2	4	2	1
llava	7	2	5	7	2	1
llava	7	2	10	12	2	1
llava	7	2	13	16	3	0
llava	8	1	3	4	1	1
llava	8	1	7	13	6	1
llava	8	1	19	19	0	0
llava	8	2	3	4	1	1
llava	8	2	8	9	1	1
llava	8	2	15	18	3	1
llava	8	2	19	20	1	1
llava	8	3	1	12	11	1
llava	8	3	15	16	1	1
llava	8	4	1	5	4	1
llava	8	4	6	10	4	1
llava	8	4	11	14	3	1
llava	8	4	19	19	0	0
llava	9	1	5	7	2	1
llava	9	2	5	6	1	1
llava	10	1	3	4	1	1
llava	10	1	10	11	1	1
llava	10	1	12	13	1	1
llava	10	1	15	15	0	0
llava	10	2	2	4	2	1
llava	10	2	10	13	3	1
llava	10	2	15	16	1	1
llava	11	1	2	3	1	1
llava	11	1	4	11	7	1
llava	11	1	14	16	2	0
llava	11	2	2	3	1	1
llava	11	2	5	6	1	1
llava	11	2	7	11	4	1
llava	11	2	14	16	2	0
llava	12	1	1	2	1	1
llava	12	1	3	8	5	1
llava	12	1	11	15	4	0
llava	12	2	1	5	4	1
llava	12	2	6	14	8	0
llava	13	1	4	5	1	1
llava	13	1	7	9	2	1
llava	13	1	11	15	4	0
llava	13	2	10	18	8	1
llava	13	3	2	6	4	1
llava	13	3	10	13	3	1
llava	13	3	15	16	1	1
llava	13	4	2	8	6	1
llava	13	4	10	14	4	1
llava	14	1	2	3	1	1
llava	14	1	4	5	1	1
llava	14	1	6	7	1	1
llava	14	1	10	12	2	1
llava	14	1	13	13	0	0
llava	14	2	2	3	1	1
llava	14	2	4	5	1	1
llava	14	2	6	8	2	1
llava	14	2	10	12	2	1
llava	14	2	13	13	0	0
llava	15	1	5	7	2	1
llava	15	1	13	14	1	1
llava	15	2	13	14	1	1
llava	15	2	16	20	4	0
llava	15	3	5	17	12	1
llava	15	3	19	19	0	0
llava	15	4	2	6	4	1
llava	15	4	10	18	8	1
llava	15	4	20	20	0	0
llava	16	1	3	4	1	1
llava	16	1	9	10	1	1
llava	16	1	12	13	1	1
llava	16	2	3	4	1	1
llava	16	2	9	10	1	1
llava	16	2	12	13	1	1
llava	17	1	4	5	1	1
llava	17	1	12	13	1	1
llava	17	1	15	16	1	1
llava	17	1	18	18	0	0
llava	17	2	4	5	1	1
llava	17	2	6	7	1	1
llava	17	2	12	13	1	1
llava	17	2	15	17	2	1
llava	17	2	18	18	0	0
llava	18	1	1	3	2	1
llava	18	1	9	11	2	1
llava	18	1	12	16	4	0
llava	18	2	1	3	2	1
llava	18	2	12	13	1	1
llava	18	2	14	15	1	1
llava	18	2	16	16	0	0
llava	18	3	1	3	2	1
llava	18	3	12	16	4	0
llava	19	1	2	6	4	1
llava	19	1	8	9	1	1
llava	19	1	10	10	0	0
llava	19	2	2	6	4	1
llava	19	2	8	9	1	1
llava	19	2	10	10	0	0
llava	20	1	4	6	2	1
llava	20	1	7	8	1	1
llava	20	1	11	12	1	1
llava	20	1	15	17	2	1
