sample_id	turn	images	model	ok
6	5		QWEN	1
6	6		BLIP2	0
6	6		LLAVA	1
6	6		QWEN	1
6	7		BLIP2	0
6	7		LLAVA	1
6	7		QWEN	0
7	0		BLIP2	1
7	0		LLAVA	0
7	0		QWEN	1
7	1		BLIP2	0
7	1		LLAVA	1
7	1		QWEN	1
7	2		BLIP2	0
7	2		LLAVA	0
7	2		QWEN	0
7	3		BLIP2	0
7	3		LLAVA	1
7	3		QWEN	0
7	4		BLIP2	0
7	4		LLAVA	0
7	4		QWEN	0
7	5		BLIP2	0
7	5		LLAVA	0
7	5		QWEN	1
7	6		BLIP2	0
7	6		LLAVA	0
7	6		QWEN	1
7	7		BLIP2	0
7	7		LLAVA	0
7	7		QWEN	0
8	0		BLIP2	0
8	0		LLAVA	0
8	0		QWEN	0
8	1		BLIP2	0
8	1		LLAVA	0
8	1		QWEN	0
8	2		BLIP2	0
8	2		LLAVA	0
8	2		QWEN	0
8	3		BLIP2	0
8	3		LLAVA	0
8	3		QWEN	0
8	4		BLIP2	0
8	4		LLAVA	0
8	4		QWEN	0
8	5		BLIP2	0
8	5		LLAVA	1
8	5		QWEN	1
8	6		BLIP2	0
8	6		LLAVA	0
8	6		QWEN	1
8	7		BLIP2	0
8	7		LLAVA	1
8	7		QWEN	1
9	0		BLIP2	1
9	0		LLAVA	1
9	0		QWEN	1
9	1		BLIP2	1
9	1		LLAVA	1
9	1		QWEN	1
9	2		BLIP2	1
9	2		LLAVA	1
9	2		QWEN	1
9	3		BLIP2	1
9	3		LLAVA	1
9	3		QWEN	1
9	4		BLIP2	1
9	4		LLAVA	1
9	4		QWEN	1
9	5		BLIP2	1
9	5		LLAVA	1
9	5		QWEN	1
9	6		BLIP2	0
9	6		LLAVA	0
9	6		QWEN	0
9	7		BLIP2	1
9	7		LLAVA	1
9	7		QWEN	0
10	0		BLIP2	1
10	0		LLAVA	1
10	0		QWEN	1
10	1		BLIP2	0
10	1		LLAVA	1
10	1		QWEN	1
10	2		BLIP2	1
10	2		LLAVA	1
10	2		QWEN	1
10	3		BLIP2	0
10	3		LLAVA	0
10	3		QWEN	0
10	4		BLIP2	1
10	4		LLAVA	1
10	4		QWEN	0
10	5		BLIP2	1
10	5		LLAVA	1
10	5		QWEN	1
10	6		BLIP2	0
10	6		LLAVA	0
10	6		QWEN	1
10	7		BLIP2	0
10	7		LLAVA	1
10	7		QWEN	1
11	0		BLIP2	0
11	0		LLAVA	0
11	0		QWEN	1
11	1		BLIP2	0
11	1		LLAVA	0
11	1		QWEN	0
11	2		BLIP2	0
11	2		LLAVA	0
11	2		QWEN	1
11	3		BLIP2	0
11	3		LLAVA	0
11	3		QWEN	0
11	4		BLIP2	1
11	4		LLAVA	0
11	4		QWEN	0
11	5		BLIP2	1
11	5		LLAVA	1
11	5		QWEN	1
11	6		BLIP2	1
11	6		LLAVA	1
11	6		QWEN	1
11	7		BLIP2	0
11	7		LLAVA	0
11	7		QWEN	0
12	0		BLIP2	0
12	0		LLAVA	1
12	0		QWEN	1
12	1		BLIP2	0
12	1		LLAVA	0
12	1		QWEN	0
12	2		BLIP2	1
12	2		LLAVA	0
12	2		QWEN	1
12	3		BLIP2	0
12	3		LLAVA	0
12	3		QWEN	0
12	4		BLIP2	0
12	4		LLAVA	0
12	4		QWEN	0
12	5		BLIP2	1
12	5		LLAVA	1
12	5		QWEN	1
12	6		BLIP2	0
12	6		LLAVA	0
12	6		QWEN	0
12	7		BLIP2	0
12	7		LLAVA	0
12	7		QWEN	0
13	0		BLIP2	1
13	0		LLAVA	1
13	0		QWEN	1
13	1		BLIP2	1
13	1		LLAVA	1
13	1		QWEN	1
13	2		BLIP2	0
13	2		LLAVA	0
13	2		QWEN	0
13	3		BLIP2	1
13	3		LLAVA	1
13	3		QWEN	1
13	4		BLIP2	0
13	4		LLAVA	0
13	4		QWEN	0
13	5		BLIP2	0
13	5		LLAVA	0
13	5		QWEN	1
13	6		BLIP2	0
13	6		LLAVA	1
13	6		QWEN	0
13	7		BLIP2	0
13	7		LLAVA	0
13	7		QWEN	1
14	0		BLIP2	0
14	0		LLAVA	1
14	0		QWEN	0
14	1		BLIP2	1
14	1		LLAVA	1
14	1		QWEN	1
14	2		BLIP2	0
14	2		LLAVA	0
14	2		QWEN	0
14	3		BLIP2	0
14	3		LLAVA	0
14	3		QWEN	0
14	4		BLIP2	0
14	4		LLAVA	0
14	4		QWEN	0
14	5		BLIP2	0
14	5		LLAVA	1
14	5		QWEN	1
14	6		BLIP2	0
14	6		LLAVA	1
14	6		QWEN	1
14	7		BLIP2	1
14	7		LLAVA	1
14	7		QWEN	1
15	0		BLIP2	0
15	0		LLAVA	0
15	0		QWEN	1
15	1		BLIP2	0
15	1		LLAVA	1
15	1		QWEN	0
15	2		BLIP2	0
15	2		LLAVA	0
15	2		QWEN	0
15	3		BLIP2	0
15	3		LLAVA	1
15	3		QWEN	0
15	4		BLIP2	1
15	4		LLAVA	1
15	4		QWEN	1
15	5		BLIP2	0
15	5		LLAVA	0
15	5		QWEN	0
15	6		BLIP2	0
15	6		LLAVA	0
15	6		QWEN	1
15	7		BLIP2	0
15	7		LLAVA	1
15	7		QWEN	0
16	0		BLIP2	0
16	0		LLAVA	1
16	0		QWEN	1
16	1		BLIP2	1
16	1		LLAVA	1
16	1		QWEN	1
16	2		BLIP2	1
16	2		LLAVA	1
16	2		QWEN	1
16	3		BLIP2	0
16	3		LLAVA	1
16	3		QWEN	1
16	4		BLIP2	1
16	4		LLAVA	1
16	4		QWEN	1
16	5		BLIP2	0
16	5		LLAVA	1
16	5		QWEN	1
16	6		BLIP2	0
16	6		LLAVA	0
16	6		QWEN	0
16	7		BLIP2	0
16	7		LLAVA	0
16	7		QWEN	0
17	0		BLIP2	1
17	0		LLAVA	1
17	0		QWEN	1
17	1		BLIP2	0
17	1		LLAVA	1
17	1		QWEN	1
17	2		BLIP2	0
17	2		LLAVA	1
17	2		QWEN	0
17	3		BLIP2	0
17	3		LLAVA	0
17	3		QWEN	1
17	4		BLIP2	0
17	4		LLAVA	1
17	4		QWEN	1
17	5		BLIP2	1
17	5		LLAVA	1
17	5		QWEN	1
17	6		BLIP2	1
17	6		LLAVA	1
17	6		QWEN	1
17	7		BLIP2	1
17	7		LLAVA	1
17	7		QWEN	1
18	0		BLIP2	1
18	0		LLAVA	1
18	0		QWEN	1
18	1		BLIP2	0
18	1		LLAVA	0
18	1		QWEN	0
18	2		BLIP2	0
18	2		LLAVA	1
18	2		QWEN	1
18	3		BLIP2	0
18	3		LLAVA	0
18	3		QWEN	0
18	4		BLIP2	0
18	4		LLAVA	0
18	4		QWEN	0
18	5		BLIP2	1
18	5		LLAVA	1
18	5		QWEN	1
18	6		BLIP2	0
18	6		LLAVA	0
18	6		QWEN	0
18	7		BLIP2	0
18	7		LLAVA	0
18	7		QWEN	0
19	0		BLIP2	1
19	0		LLAVA	1
19	0		QWEN	1
19	1		BLIP2	0
19	1		LLAVA	0
19	1		QWEN	1
19	2		BLIP2	0
19	2		LLAVA	1
19	2		QWEN	1
19	3		BLIP2	1
19	3		LLAVA	0
19	3		QWEN	1
19	4		BLIP2	0
19	4		LLAVA	1
19	4		QWEN	1
19	5		BLIP2	1
19	5		LLAVA	0
19	5		QWEN	0
19	6		BLIP2	0
19	6		LLAVA	1
19	6		QWEN	1
19	7		BLIP2	1
19	7		LLAVA	1
19	7		QWEN	0
20	0		BLIP2	0
20	0		LLAVA	0
20	0		QWEN	0
20	1		BLIP2	1
20	1		LLAVA	0
20	1		QWEN	1
20	2		BLIP2	0
20	2		LLAVA	1
20	2		QWEN	0
20	3		BLIP2	1
20	3		LLAVA	0
20	3		QWEN	0
20	4		BLIP2	0
20	4		LLAVA	1
20	4		QWEN	1
20	5		BLIP2	1
20	5		LLAVA	1
20	5		QWEN	1
20	6		BLIP2	0
20	6		LLAVA	0
20	6		QWEN	0
20	7		BLIP2	1
20	7		LLAVA	0
20	7		QWEN	0
21	0		BLIP2	1
21	0		LLAVA	0
21	0		QWEN	0
21	1		BLIP2	0
21	1		LLAVA	0
21	1		QWEN	0
21	2		BLIP2	0
21	2		LLAVA	0
21	2		QWEN	0
21	3		BLIP2	1
21	3		LLAVA	1
21	3		QWEN	0
21	4		BLIP2	0
21	4		LLAVA	0
21	4		QWEN	1
21	5		BLIP2	0
21	5		LLAVA	0
21	5		QWEN	1
21	6		BLIP2	0
21	6		LLAVA	0
21	6		QWEN	1
21	7		BLIP2	1
21	7		LLAVA	1
21	7		QWEN	1
22	0		BLIP2	0
22	0		LLAVA	1
22	0		QWEN	0
22	1		BLIP2	1
22	1		LLAVA	1
22	1		QWEN	1
22	2		BLIP2	1
22	2		LLAVA	0
22	2		QWEN	0
22	3		BLIP2	0
22	3		LLAVA	0
22	3		QWEN	0
22	4		BLIP2	1
22	4		LLAVA	1
22	4		QWEN	1
22	5		BLIP2	0
22	5		LLAVA	0
22	5		QWEN	0
22	6		BLIP2	1
22	6		LLAVA	0
22	6		QWEN	0
22	7		BLIP2	1
22	7		LLAVA	1
22	7		QWEN	1
23	0		BLIP2	0
23	0		LLAVA	0
23	0		QWEN	0
23	1		BLIP2	0
23	1		LLAVA	0
23	1		QWEN	0
23	2		BLIP2	0
23	2		LLAVA	1
23	2		QWEN	1
23	3		BLIP2	1
23	3		LLAVA	1
23	3		QWEN	1
23	4		BLIP2	0
23	4		LLAVA	0
23	4		QWEN	0
23	5		BLIP2	0
23	5		LLAVA	0
23	5		QWEN	1
23	6		BLIP2	1
23	6		LLAVA	1
23	6		QWEN	1
23	7		BLIP2	0
23	7		LLAVA	0
23	7		QWEN	0
24	0		BLIP2	0
24	0		LLAVA	1
24	0		QWEN	1
24	1		BLIP2	0
24	1		LLAVA	0
24	1		QWEN	0
24	2		BLIP2	0
24	2		LLAVA	1
24	2		QWEN	1
24	3		BLIP2	0
24	3		LLAVA	0
24	3		QWEN	0
24	4		BLIP2	0
24	4		LLAVA	0
24	4		QWEN	0
24	5		BLIP2	1
24	5		LLAVA	1
24	5		QWEN	1
24	6		BLIP2	0
24	6		LLAVA	1
24	6		QWEN	1
24	7		BLIP2	1
24	7		LLAVA	0
24	7		QWEN	1
25	0		BLIP2	0
25	0		LLAVA	0
25	0		QWEN	1
25	1		BLIP2	0
25	1		LLAVA	1
25	1		QWEN	1
25	2		BLIP2	0
25	2		LLAVA	0
25	2		QWEN	1
25	3		BLIP2	0
25	3		LLAVA	1
25	3		QWEN	1
25	4		BLIP2	0
25	4		LLAVA	1
25	4		QWEN	1
25	5		BLIP2	0
25	5		LLAVA	1
25	5		QWEN	1
25	6		BLIP2	0
25	6		LLAVA	0
25	6		QWEN	1
25	7		BLIP2	0
25	7		LLAVA	1
25	7		QWEN	1
26	0		BLIP2	0
26	0		LLAVA	1
26	0		QWEN	1
26	1		BLIP2	0
26	1		LLAVA	0
26	1		QWEN	0
26	2		BLIP2	0
26	2		LLAVA	0
26	2		QWEN	0
26	3		BLIP2	0
26	3		LLAVA	0
26	3		QWEN	1
26	4		BLIP2	0
26	4		LLAVA	0
26	4		QWEN	0
26	5		BLIP2	0
26	5		LLAVA	0
26	5		QWEN	0
26	6		BLIP2	0
26	6		LLAVA	0
26	6		QWEN	0
26	7		BLIP2	0
26	7		LLAVA	0
26	7		QWEN	0
27	0		BLIP2	0
27	0		LLAVA	1
27	0		QWEN	1
27	1		BLIP2	0
27	1		LLAVA	0
27	1		QWEN	0
27	2		BLIP2	1
27	2		LLAVA	1
27	2		QWEN	1
27	3		BLIP2	1
27	3		LLAVA	0
27	3		QWEN	0
27	4		BLIP2	0
27	4		LLAVA	0
27	4		QWEN	0
27	5		BLIP2	0
27	5		LLAVA	0
27	5		QWEN	0
27	6		BLIP2	1
27	6		LLAVA	0
27	6		QWEN	0
27	7		BLIP2	1
27	7		LLAVA	1
27	7		QWEN	1
28	0		BLIP2	1
28	0		LLAVA	1
28	0		QWEN	1
28	1		BLIP2	0
28	1		LLAVA	1
28	1		QWEN	1
28	2		BLIP2	1
28	2		LLAVA	1
28	2		QWEN	1
28	3		BLIP2	0
28	3		LLAVA	0
28	3		QWEN	0
28	4		BLIP2	0
28	4		LLAVA	0
28	4		QWEN	0
28	5		BLIP2	1
28	5		LLAVA	0
28	5		QWEN	1
28	6		BLIP2	0
28	6		LLAVA	1
28	6		QWEN	1
28	7		BLIP2	0
28	7		LLAVA	0
28	7		QWEN	0
29	0		BLIP2	0
29	0		LLAVA	0
29	0		QWEN	0
29	1		BLIP2	1
29	1		LLAVA	1
29	1		QWEN	1
29	2		BLIP2	1
29	2		LLAVA	1
29	2		QWEN	1
29	3		BLIP2	0
29	3		LLAVA	1
29	3		QWEN	1
29	4		BLIP2	1
29	4		LLAVA	1
29	4		QWEN	1
29	5		BLIP2	0
29	5		LLAVA	0
29	5		QWEN	1
29	6		BLIP2	0
29	6		LLAVA	0
29	6		QWEN	1
29	7		BLIP2	0
29	7		LLAVA	0
29	7		QWEN	1
30	0		BLIP2	0
30	0		LLAVA	1
30	0		QWEN	1
30	1		BLIP2	0
30	1		LLAVA	1
30	1		QWEN	1
30	2		BLIP2	0
30	2		LLAVA	1
30	2		QWEN	0
30	3		BLIP2	0
30	3		LLAVA	0
30	3		QWEN	1
30	4		BLIP2	0
30	4		LLAVA	0
30	4		QWEN	0
30	5		BLIP2	0
30	5		LLAVA	0
30	5		QWEN	1
30	6		BLIP2	0
30	6		LLAVA	0
30	6		QWEN	1
30	7		BLIP2	1
30	7		LLAVA	1
30	7		QWEN	1
31	0		BLIP2	1
31	0		LLAVA	1
31	0		QWEN	1
31	1		BLIP2	0
31	1		LLAVA	0
31	1		QWEN	0
31	2		BLIP2	1
31	2		LLAVA	1
31	2		QWEN	1
31	3		BLIP2	0
31	3		LLAVA	0
31	3		QWEN	0
31	4		BLIP2	0
31	4		LLAVA	0
31	4		QWEN	1
31	5		BLIP2	0
31	5		LLAVA	0
31	5		QWEN	0
31	6		BLIP2	0
31	6		LLAVA	0
31	6		QWEN	0
31	7		BLIP2	0
31	7		LLAVA	0
31	7		QWEN	1
32	0		BLIP2	1
32	0		LLAVA	1
32	0		QWEN	1
32	1		BLIP2	1
32	1		LLAVA	1
32	1		QWEN	1
32	2		BLIP2	0
32	2		LLAVA	0
32	2		QWEN	1
32	3		BLIP2	0
32	3		LLAVA	1
32	3		QWEN	0
32	4		BLIP2	1
32	4		LLAVA	1
32	4		QWEN	0
32	5		BLIP2	1
32	5		LLAVA	1
32	5		QWEN	1
32	6		BLIP2	0
32	6		LLAVA	0
32	6		QWEN	0
32	7		BLIP2	0
32	7		LLAVA	0
32	7		QWEN	1
33	0		BLIP2	0
33	0		LLAVA	0
33	0		QWEN	0
33	1		BLIP2	0
33	1		LLAVA	1
33	1		QWEN	1
33	2		BLIP2	0
33	2		LLAVA	0
33	2		QWEN	0
33	3		BLIP2	0
33	3		LLAVA	0
33	3		QWEN	0
33	4		BLIP2	1
33	4		LLAVA	0
33	4		QWEN	0
33	5		BLIP2	0
33	5		LLAVA	1
33	5		QWEN	1
33	6		BLIP2	0
33	6		LLAVA	1
33	6		QWEN	1
33	7		BLIP2	0
33	7		LLAVA	0
33	7		QWEN	0
34	0		BLIP2	0
34	0		LLAVA	0
34	0		QWEN	0
34	1		BLIP2	0
34	1		LLAVA	0
34	1		QWEN	0
34	2		BLIP2	1
34	2		LLAVA	0
34	2		QWEN	0
34	3		BLIP2	0
34	3		LLAVA	1
34	3		QWEN	1
34	4		BLIP2	0
34	4		LLAVA	1
34	4		QWEN	1
34	5		BLIP2	0
34	5		LLAVA	1
34	5		QWEN	0
34	6		BLIP2	0
34	6		LLAVA	1
34	6		QWEN	0
34	7		BLIP2	0
34	7		LLAVA	0
34	7		QWEN	0
35	0		BLIP2	0
35	0		LLAVA	0
35	0		QWEN	0
35	1		BLIP2	0
35	1		LLAVA	1
35	1		QWEN	0
35	2		BLIP2	0
35	2		LLAVA	1
35	2		QWEN	0
35	3		BLIP2	0
35	3		LLAVA	0
35	3		QWEN	0
35	4		BLIP2	0
35	4		LLAVA	0
35	4		QWEN	0
35	5		BLIP2	0
35	5		LLAVA	0
35	5		QWEN	0
35	6		BLIP2	0
35	6		LLAVA	1
35	6		QWEN	0
35	7		BLIP2	0
35	7		LLAVA	0
35	7		QWEN	0
36	0		BLIP2	0
36	0		LLAVA	0
36	0		QWEN	0
36	1		BLIP2	0
36	1		LLAVA	1
36	1		QWEN	1
36	2		BLIP2	0
36	2		LLAVA	1
36	2		QWEN	1
36	3		BLIP2	0
36	3		LLAVA	0
36	3		QWEN	0
36	4		BLIP2	0
36	4		LLAVA	1
36	4		QWEN	1
36	5		BLIP2	0
36	5		LLAVA	0
36	5		QWEN	0
36	6		BLIP2	0
36	6		LLAVA	1
36	6		QWEN	1
36	7		BLIP2	0
36	7		LLAVA	1
36	7		QWEN	0
37	0		BLIP2	1
37	0		LLAVA	1
37	0		QWEN	1
37	1		BLIP2	0
37	1		LLAVA	0
37	1		QWEN	0
37	2		BLIP2	0
37	2		LLAVA	1
37	2		QWEN	1
37	3		BLIP2	0
37	3		LLAVA	1
37	3		QWEN	1
37	4		BLIP2	0
37	4		LLAVA	1
37	4		QWEN	1
37	5		BLIP2	0
37	5		LLAVA	1
37	5		QWEN	1
37	6		BLIP2	0
37	6		LLAVA	0
37	6		QWEN	0
37	7		BLIP2	0
37	7		LLAVA	0
37	7		QWEN	1
38	0		BLIP2	0
38	0		LLAVA	1
38	0		QWEN	1
38	1		BLIP2	1
38	1		LLAVA	0
38	1		QWEN	0
38	2		BLIP2	0
38	2		LLAVA	1
38	2		QWEN	1
38	3		BLIP2	0
38	3		LLAVA	1
38	3		QWEN	0
38	4		BLIP2	0
38	4		LLAVA	0
38	4		QWEN	0
38	5		BLIP2	0
38	5		LLAVA	1
38	5		QWEN	1
38	6		BLIP2	0
38	6		LLAVA	0
38	6		QWEN	1
38	7		BLIP2	0
38	7		LLAVA	1
38	7		QWEN	1
39	0		BLIP2	0
39	0		LLAVA	0
39	0		QWEN	0
39	1		BLIP2	0
39	1		LLAVA	1
39	1		QWEN	1
39	2		BLIP2	0
39	2		LLAVA	1
39	2		QWEN	1
39	3		BLIP2	0
39	3		LLAVA	0
39	3		QWEN	0
39	4		BLIP2	1
39	4		LLAVA	1
39	4		QWEN	0
39	5		BLIP2	1
39	5		LLAVA	1
39	5		QWEN	1
39	6		BLIP2	0
39	6		LLAVA	0
39	6		QWEN	0
39	7		BLIP2	0
39	7		LLAVA	0
39	7		QWEN	1
40	0		BLIP2	1
40	0		LLAVA	1
40	0		QWEN	1
40	1		BLIP2	1
40	1		LLAVA	1
40	1		QWEN	1
40	2		BLIP2	0
40	2		LLAVA	0
40	2		QWEN	0
40	3		BLIP2	0
40	3		LLAVA	0
40	3		QWEN	1
40	4		BLIP2	0
40	4		LLAVA	1
40	4		QWEN	1
40	5		BLIP2	1
40	5		LLAVA	0
40	5		QWEN	0
40	6		BLIP2	0
40	6		LLAVA	0
40	6		QWEN	0
40	7		BLIP2	0
40	7		LLAVA	0
40	7		QWEN	1
41	0		BLIP2	0
41	0		LLAVA	1
41	0		QWEN	0
41	1		BLIP2	0
41	1		LLAVA	0
41	1		QWEN	0
41	2		BLIP2	0
41	2		LLAVA	1
41	2		QWEN	1
41	3		BLIP2	0
41	3		LLAVA	0
41	3		QWEN	0
41	4		BLIP2	0
41	4		LLAVA	0
41	4		QWEN	0
41	5		BLIP2	1
41	5		LLAVA	1
41	5		QWEN	0
41	6		BLIP2	0
41	6		LLAVA	0
41	6		QWEN	0
41	7		BLIP2	0
41	7		LLAVA	1
41	7		QWEN	0
42	0		BLIP2	0
42	0		LLAVA	0
42	0		QWEN	0
42	1		BLIP2	0
42	1		LLAVA	0
42	1		QWEN	0
42	2		BLIP2	1
42	2		LLAVA	0
42	2		QWEN	0
42	3		BLIP2	0
42	3		LLAVA	0
42	3		QWEN	0
42	4		BLIP2	0
42	4		LLAVA	0
42	4		QWEN	0
42	5		BLIP2	0
42	5		LLAVA	1
42	5		QWEN	1
42	6		BLIP2	0
42	6		LLAVA	1
42	6		QWEN	0
42	7		BLIP2	0
42	7		LLAVA	0
42	7		QWEN	0
43	0		BLIP2	1
43	0		LLAVA	0
43	0		QWEN	1
43	1		BLIP2	0
43	1		LLAVA	1
43	1		QWEN	0
43	2		BLIP2	0
43	2		LLAVA	0
43	2		QWEN	0
43	3		BLIP2	0
43	3		LLAVA	0
43	3		QWEN	1
43	4		BLIP2	0
43	4		LLAVA	0
43	4		QWEN	0
43	5		BLIP2	1
43	5		LLAVA	0
43	5		QWEN	1
43	6		BLIP2	0
43	6		LLAVA	0
43	6		QWEN	1
43	7		BLIP2	0
43	7		LLAVA	0
43	7		QWEN	1
44	0		BLIP2	0
44	0		LLAVA	0
44	0		QWEN	0
44	1		BLIP2	0
44	1		LLAVA	0
44	1		QWEN	0
44	2		BLIP2	0
44	2		LLAVA	1
44	2		QWEN	0
44	3		BLIP2	1
44	3		LLAVA	1
44	3		QWEN	0
44	4		BLIP2	0
44	4		LLAVA	1
44	4		QWEN	1
44	5		BLIP2	0
44	5		LLAVA	0
44	5		QWEN	0
44	6		BLIP2	0
44	6		LLAVA	0
44	6		QWEN	1
44	7		BLIP2	1
44	7		LLAVA	1
44	7		QWEN	1
45	0		BLIP2	0
45	0		LLAVA	1
45	0		QWEN	1
45	1		BLIP2	1
45	1		LLAVA	1
45	1		QWEN	1
45	2		BLIP2	1
45	2		LLAVA	1
45	2		QWEN	1
45	3		BLIP2	0
45	3		LLAVA	0
45	3		QWEN	1
45	4		BLIP2	0
45	4		LLAVA	1
45	4		QWEN	1
45	5		BLIP2	0
45	5		LLAVA	0
45	5		QWEN	1
45	6		BLIP2	0
45	6		LLAVA	1
45	6		QWEN	1
45	7		BLIP2	0
45	7		LLAVA	0
45	7		QWEN	1
46	0		BLIP2	0
46	0		LLAVA	0
46	0		QWEN	0
46	1		BLIP2	0
46	1		LLAVA	0
46	1		QWEN	0
46	2		BLIP2	0
46	2		LLAVA	0
46	2		QWEN	0
46	3		BLIP2	0
46	3		LLAVA	1
46	3		QWEN	1
46	4		BLIP2	0
46	4		LLAVA	1
46	4		QWEN	0
47	0		BLIP2	0
47	0		LLAVA	0
47	0		QWEN	1
47	1		BLIP2	0
47	1		LLAVA	1
47	1		QWEN	1
47	2		BLIP2	0
47	2		LLAVA	1
47	2		QWEN	1
47	3		BLIP2	0
47	3		LLAVA	0
47	3		QWEN	1
47	4		BLIP2	1
47	4		LLAVA	1
47	4		QWEN	1
47	5		BLIP2	0
47	5		LLAVA	1
47	5		QWEN	1
47	6		BLIP2	0
47	6		LLAVA	1
47	6		QWEN	0
47	7		BLIP2	0
47	7		LLAVA	0
47	7		QWEN	1
48	0		BLIP2	0
48	0		LLAVA	1
48	0		QWEN	1
48	1		BLIP2	0
48	1		LLAVA	0
48	1		QWEN	1
48	2		BLIP2	0
48	2		LLAVA	0
48	2		QWEN	0
48	3		BLIP2	0
48	3		LLAVA	0
48	3		QWEN	0
48	4		BLIP2	0
48	4		LLAVA	0
48	4		QWEN	0
48	5		BLIP2	1
48	5		LLAVA	1
48	5		QWEN	1
48	6		BLIP2	0
48	6		LLAVA	0
48	6		QWEN	0
48	7		BLIP2	0
48	7		LLAVA	1
48	7		QWEN	1
49	0		BLIP2	0
49	0		LLAVA	1
49	0		QWEN	0
49	1		BLIP2	0
49	1		LLAVA	1
49	1		QWEN	1
49	2		BLIP2	0
49	2		LLAVA	0
49	2		QWEN	0
49	3		BLIP2	0
49	3		LLAVA	0
49	3		QWEN	1
49	4		BLIP2	0
49	4		LLAVA	1
49	4		QWEN	1
49	5		BLIP2	0
49	5		LLAVA	1
49	5		QWEN	0
49	6		BLIP2	0
49	6		LLAVA	1
49	6		QWEN	1
49	7		BLIP2	0
49	7		LLAVA	0
49	7		QWEN	0
50	0		BLIP2	0
50	0		LLAVA	1
50	0		QWEN	1
50	1		BLIP2	0
50	1		LLAVA	1
50	1		QWEN	1
