model	sample_id	image_id	turn	k	ok
BLIP2	10	-1	0	8	1
BLIP2	10	-1	1	8	0
BLIP2	10	-1	2	8	1
BLIP2	10	-1	3	8	0
BLIP2	10	-1	4	8	1
BLIP2	10	-1	5	8	1
BLIP2	10	-1	6	8	0
BLIP2	10	-1	7	8	0
BLIP2	11	-1	0	8	0
BLIP2	11	-1	1	8	0
BLIP2	11	-1	2	8	0
BLIP2	11	-1	3	8	0
BLIP2	11	-1	4	8	1
BLIP2	11	-1	5	8	1
BLIP2	11	-1	6	8	1
BLIP2	11	-1	7	8	0
BLIP2	12	-1	0	8	0
BLIP2	12	-1	1	8	0
BLIP2	12	-1	2	8	1
BLIP2	12	-1	3	8	0
BLIP2	12	-1	4	8	0
BLIP2	12	-1	5	8	1
BLIP2	12	-1	6	8	0
BLIP2	12	-1	7	8	0
BLIP2	13	-1	0	8	1
BLIP2	13	-1	1	8	1
BLIP2	13	-1	2	8	0
BLIP2	13	-1	3	8	1
BLIP2	13	-1	4	8	0
BLIP2	13	-1	5	8	0
BLIP2	13	-1	6	8	0
BLIP2	13	-1	7	8	0
BLIP2	14	-1	0	8	0
BLIP2	14	-1	1	8	1
BLIP2	14	-1	2	8	0
BLIP2	14	-1	3	8	0
BLIP2	14	-1	4	8	0
BLIP2	14	-1	5	8	0
BLIP2	14	-1	6	8	0
BLIP2	14	-1	7	8	1
BLIP2	15	-1	0	8	0
BLIP2	15	-1	1	8	0
BLIP2	15	-1	2	8	0
BLIP2	15	-1	3	8	0
BLIP2	15	-1	4	8	1
BLIP2	15	-1	5	8	0
BLIP2	15	-1	6	8	0
BLIP2	15	-1	7	8	0
BLIP2	16	-1	0	8	0
BLIP2	16	-1	1	8	1
BLIP2	16	-1	2	8	1
BLIP2	16	-1	3	8	0
BLIP2	16	-1	4	8	1
BLIP2	16	-1	5	8	0
BLIP2	16	-1	6	8	0
BLIP2	16	-1	7	8	0
BLIP2	17	-1	0	8	1
BLIP2	17	-1	1	8	0
BLIP2	17	-1	2	8	0
BLIP2	17	-1	3	8	0
BLIP2	17	-1	4	8	0
BLIP2	17	-1	5	8	1
BLIP2	17	-1	6	8	1
BLIP2	17	-1	7	8	1
BLIP2	18	-1	0	8	1
BLIP2	18	-1	1	8	0
BLIP2	18	-1	2	8	0
BLIP2	18	-1	3	8	0
BLIP2	18	-1	4	8	0
BLIP2	18	-1	5	8	1
BLIP2	18	-1	6	8	0
BLIP2	18	-1	7	8	0
BLIP2	19	-1	0	8	1
BLIP2	19	-1	1	8	0
BLIP2	19	-1	2	8	0
BLIP2	19	-1	3	8	1
BLIP2	19	-1	4	8	0
BLIP2	19	-1	5	8	1
BLIP2	19	-1	6	8	0
BLIP2	19	-1	7	8	1
BLIP2	20	-1	0	8	0
BLIP2	20	-1	1	8	1
BLIP2	20	-1	2	8	0
BLIP2	20	-1	3	8	1
BLIP2	20	-1	4	8	0
BLIP2	20	-1	5	8	1
BLIP2	20	-1	6	8	0
BLIP2	20	-1	7	8	1
BLIP2	21	-1	0	8	1
BLIP2	21	-1	1	8	0
BLIP2	21	-1	2	8	0
BLIP2	21	-1	3	8	1
BLIP2	21	-1	4	8	0
BLIP2	21	-1	5	8	0
BLIP2	21	-1	6	8	0
BLIP2	21	-1	7	8	1
BLIP2	22	-1	0	8	0
BLIP2	22	-1	1	8	1
BLIP2	22	-1	2	8	1
BLIP2	22	-1	3	8	0
BLIP2	22	-1	4	8	1
BLIP2	22	-1	5	8	0
BLIP2	22	-1	6	8	1
BLIP2	22	-1	7	8	1
BLIP2	23	-1	0	8	0
BLIP2	23	-1	1	8	0
BLIP2	23	-1	2	8	0
BLIP2	23	-1	3	8	1
BLIP2	23	-1	4	8	0
BLIP2	23	-1	5	8	0
BLIP2	23	-1	6	8	1
BLIP2	23	-1	7	8	0
BLIP2	24	-1	0	8	0
BLIP2	24	-1	1	8	0
BLIP2	24	-1	2	8	0
BLIP2	24	-1	3	8	0
BLIP2	24	-1	4	8	0
BLIP2	24	-1	5	8	1
BLIP2	24	-1	6	8	0
BLIP2	24	-1	7	8	1
BLIP2	25	-1	0	8	0
BLIP2	25	-1	1	8	0
BLIP2	25	-1	2	8	0
BLIP2	25	-1	3	8	0
BLIP2	25	-1	4	8	0
BLIP2	25	-1	5	8	0
BLIP2	25	-1	6	8	0
BLIP2	25	-1	7	8	0
BLIP2	26	-1	0	8	0
BLIP2	26	-1	1	8	0
BLIP2	26	-1	2	8	0
BLIP2	26	-1	3	8	0
BLIP2	26	-1	4	8	0
BLIP2	26	-1	5	8	0
BLIP2	26	-1	6	8	0
BLIP2	26	-1	7	8	0
BLIP2	27	-1	0	8	0
BLIP2	27	-1	1	8	0
BLIP2	27	-1	2	8	1
BLIP2	27	-1	3	8	1
BLIP2	27	-1	4	8	0
BLIP2	27	-1	5	8	0
BLIP2	27	-1	6	8	1
BLIP2	27	-1	7	8	1
BLIP2	28	-1	0	8	1
BLIP2	28	-1	1	8	0
BLIP2	28	-1	2	8	1
BLIP2	28	-1	3	8	0
BLIP2	28	-1	4	8	0
BLIP2	28	-1	5	8	1
BLIP2	28	-1	6	8	0
BLIP2	28	-1	7	8	0
BLIP2	29	-1	0	8	0
BLIP2	29	-1	1	8	1
BLIP2	29	-1	2	8	1
BLIP2	29	-1	3	8	0
BLIP2	29	-1	4	8	1
BLIP2	29	-1	5	8	0
BLIP2	29	-1	6	8	0
BLIP2	29	-1	7	8	0
BLIP2	30	-1	0	8	0
BLIP2	30	-1	1	8	0
BLIP2	30	-1	2	8	0
BLIP2	30	-1	3	8	0
BLIP2	30	-1	4	8	0
BLIP2	30	-1	5	8	0
BLIP2	30	-1	6	8	0
BLIP2	30	-1	7	8	1
BLIP2	31	-1	0	8	1
BLIP2	31	-1	1	8	0
BLIP2	31	-1	2	8	1
BLIP2	31	-1	3	8	0
BLIP2	31	-1	4	8	0
BLIP2	31	-1	5	8	0
BLIP2	31	-1	6	8	0
BLIP2	31	-1	7	8	0
BLIP2	32	-1	0	8	1
BLIP2	32	-1	1	8	1
BLIP2	32	-1	2	8	0
BLIP2	32	-1	3	8	0
BLIP2	32	-1	4	8	1
BLIP2	32	-1	5	8	1
BLIP2	32	-1	6	8	0
BLIP2	32	-1	7	8	0
BLIP2	33	-1	0	8	0
BLIP2	33	-1	1	8	0
BLIP2	33	-1	2	8	0
BLIP2	33	-1	3	8	0
BLIP2	33	-1	4	8	1
BLIP2	33	-1	5	8	0
BLIP2	33	-1	6	8	0
BLIP2	33	-1	7	8	0
BLIP2	34	-1	0	8	0
BLIP2	34	-1	1	8	0
BLIP2	34	-1	2	8	1
BLIP2	34	-1	3	8	0
BLIP2	34	-1	4	8	0
BLIP2	34	-1	5	8	0
BLIP2	34	-1	6	8	0
BLIP2	34	-1	7	8	0
BLIP2	35	-1	0	8	0
BLIP2	35	-1	1	8	0
BLIP2	35	-1	2	8	0
BLIP2	35	-1	3	8	0
BLIP2	35	-1	4	8	0
BLIP2	35	-1	5	8	0
BLIP2	35	-1	6	8	0
BLIP2	35	-1	7	8	0
BLIP2	36	-1	0	8	0
BLIP2	36	-1	1	8	0
BLIP2	36	-1	2	8	0
BLIP2	36	-1	3	8	0
BLIP2	36	-1	4	8	0
BLIP2	36	-1	5	8	0
BLIP2	36	-1	6	8	0
BLIP2	36	-1	7	8	0
BLIP2	37	-1	0	8	1
BLIP2	37	-1	1	8	0
BLIP2	37	-1	2	8	0
BLIP2	37	-1	3	8	0
BLIP2	37	-1	4	8	0
BLIP2	37	-1	5	8	0
BLIP2	37	-1	6	8	0
BLIP2	37	-1	7	8	0
BLIP2	38	-1	0	8	0
BLIP2	38	-1	1	8	1
BLIP2	38	-1	2	8	0
BLIP2	38	-1	3	8	0
BLIP2	38	-1	4	8	0
BLIP2	38	-1	5	8	0
BLIP2	38	-1	6	8	0
BLIP2	38	-1	7	8	0
BLIP2	39	-1	0	8	0
BLIP2	39	-1	1	8	0
BLIP2	39	-1	2	8	0
BLIP2	39	-1	3	8	0
BLIP2	39	-1	4	8	1
BLIP2	39	-1	5	8	1
BLIP2	39	-1	6	8	0
BLIP2	39	-1	7	8	0
BLIP2	40	-1	0	8	1
BLIP2	40	-1	1	8	1
BLIP2	40	-1	2	8	0
BLIP2	40	-1	3	8	0
BLIP2	40	-1	4	8	0
BLIP2	40	-1	5	8	1
BLIP2	40	-1	6	8	0
BLIP2	40	-1	7	8	0
BLIP2	41	-1	0	8	0
BLIP2	41	-1	1	8	0
BLIP2	41	-1	2	8	0
BLIP2	41	-1	3	8	0
BLIP2	41	-1	4	8	0
BLIP2	41	-1	5	8	1
BLIP2	41	-1	6	8	0
BLIP2	41	-1	7	8	0
BLIP2	42	-1	0	8	0
BLIP2	42	-1	1	8	0
BLIP2	42	-1	2	8	1
BLIP2	42	-1	3	8	0
BLIP2	42	-1	4	8	0
BLIP2	42	-1	5	8	0
BLIP2	42	-1	6	8	0
BLIP2	42	-1	7	8	0
BLIP2	43	-1	0	8	1
BLIP2	43	-1	1	8	0
BLIP2	43	-1	2	8	0
BLIP2	43	-1	3	8	0
BLIP2	43	-1	4	8	0
BLIP2	43	-1	5	8	1
BLIP2	43	-1	6	8	0
BLIP2	43	-1	7	8	0
BLIP2	44	-1	0	8	0
BLIP2	44	-1	1	8	0
BLIP2	44	-1	2	8	0
BLIP2	44	-1	3	8	1
BLIP2	44	-1	4	8	0
BLIP2	44	-1	5	8	0
BLIP2	44	-1	6	8	0
BLIP2	44	-1	7	8	1
BLIP2	45	-1	0	8	0
BLIP2	45	-1	1	8	1
BLIP2	45	-1	2	8	1
BLIP2	45	-1	3	8	0
BLIP2	45	-1	4	8	0
BLIP2	45	-1	5	8	0
BLIP2	45	-1	6	8	0
BLIP2	45	-1	7	8	0
BLIP2	46	-1	0	8	0
BLIP2	46	-1	1	8	0
BLIP2	46	-1	2	8	0
BLIP2	46	-1	3	8	0
BLIP2	46	-1	4	8	0
BLIP2	47	-1	0	8	0
BLIP2	47	-1	1	8	0
BLIP2	47	-1	2	8	0
BLIP2	47	-1	3	8	0
BLIP2	47	-1	4	8	1
BLIP2	47	-1	5	8	0
BLIP2	47	-1	6	8	0
BLIP2	47	-1	7	8	0
BLIP2	48	-1	0	8	0
BLIP2	48	-1	1	8	0
BLIP2	48	-1	2	8	0
BLIP2	48	-1	3	8	0
BLIP2	48	-1	4	8	0
BLIP2	48	-1	5	8	1
BLIP2	48	-1	6	8	0
BLIP2	48	-1	7	8	0
BLIP2	49	-1	0	8	0
BLIP2	49	-1	1	8	0
BLIP2	49	-1	2	8	0
BLIP2	49	-1	3	8	0
BLIP2	49	-1	4	8	0
BLIP2	49	-1	5	8	0
BLIP2	49	-1	6	8	0
BLIP2	49	-1	7	8	0
BLIP2	50	-1	0	8	0
BLIP2	50	-1	1	8	0
BLIP2	50	-1	2	8	1
BLIP2	50	-1	3	8	0
BLIP2	50	-1	4	8	0
BLIP2	50	-1	5	8	0
BLIP2	50	-1	6	8	0
BLIP2	50	-1	7	8	1
BLIP2	51	-1	0	8	0
BLIP2	51	-1	1	8	0
BLIP2	51	-1	2	8	0
BLIP2	51	-1	3	8	0
BLIP2	51	-1	4	8	1
BLIP2	51	-1	5	8	0
BLIP2	51	-1	6	8	0
BLIP2	51	-1	7	8	0
BLIP2	52	-1	0	8	0
BLIP2	52	-1	1	8	0
BLIP2	52	-1	2	8	1
BLIP2	52	-1	3	8	1
BLIP2	52	-1	4	8	0
BLIP2	52	-1	5	8	0
BLIP2	52	-1	6	8	0
BLIP2	52	-1	7	8	0
BLIP2	53	-1	0	8	1
BLIP2	53	-1	1	8	0
BLIP2	53	-1	2	8	0
BLIP2	53	-1	3	8	1
BLIP2	53	-1	4	8	0
BLIP2	53	-1	5	8	0
BLIP2	53	-1	6	8	1
BLIP2	53	-1	7	8	1
BLIP2	54	-1	0	8	0
BLIP2	54	-1	1	8	0
BLIP2	54	-1	2	8	0
BLIP2	54	-1	3	8	0
BLIP2	54	-1	4	8	1
BLIP2	54	-1	5	8	0
BLIP2	54	-1	6	8	1
BLIP2	54	-1	7	8	0
BLIP2	55	-1	0	8	0
BLIP2	55	-1	1	8	0
BLIP2	55	-1	2	8	0
BLIP2	55	-1	3	8	1
BLIP2	55	-1	4	8	0
BLIP2	55	-1	5	8	0
BLIP2	55	-1	6	8	1
BLIP2	55	-1	7	8	0
BLIP2	56	-1	0	8	0
BLIP2	56	-1	1	8	0
BLIP2	56	-1	2	8	1
BLIP2	56	-1	3	8	0
BLIP2	56	-1	4	8	1
BLIP2	56	-1	5	8	0
BLIP2	56	-1	6	8	0
BLIP2	56	-1	7	8	0
BLIP2	57	-1	0	8	1
BLIP2	57	-1	1	8	1
BLIP2	57	-1	2	8	1
BLIP2	57	-1	3	8	1
BLIP2	57	-1	4	8	1
BLIP2	57	-1	5	8	1
BLIP2	57	-1	6	8	0
BLIP2	57	-1	7	8	1
BLIP2	58	-1	0	8	0
BLIP2	58	-1	1	8	0
BLIP2	58	-1	2	8	0
BLIP2	58	-1	3	8	0
BLIP2	58	-1	4	8	0
BLIP2	58	-1	5	8	0
BLIP2	58	-1	6	8	0
BLIP2	58	-1	7	8	0
BLIP2	59	-1	0	8	1
BLIP2	59	-1	1	8	1
BLIP2	59	-1	2	8	0
BLIP2	59	-1	3	8	0
BLIP2	59	-1	4	8	0
BLIP2	59	-1	5	8	0
BLIP2	59	-1	6	8	1
BLIP2	59	-1	7	8	0
BLIP2	60	-1	0	8	1
BLIP2	60	-1	1	8	1
BLIP2	60	-1	2	8	1
BLIP2	60	-1	3	8	1
BLIP2	60	-1	4	8	0
BLIP2	60	-1	5	8	1
BLIP2	60	-1	6	8	0
BLIP2	60	-1	7	8	1
BLIP2	61	-1	0	8	1
BLIP2	61	-1	1	8	0
BLIP2	61	-1	2	8	0
BLIP2	61	-1	3	8	1
BLIP2	61	-1	4	8	0
BLIP2	61	-1	5	8	1
BLIP2	61	-1	6	8	0
BLIP2	61	-1	7	8	0
BLIP2	62	-1	0	8	0
BLIP2	62	-1	1	8	0
BLIP2	62	-1	2	8	0
BLIP2	62	-1	3	8	0
BLIP2	62	-1	4	8	0
BLIP2	62	-1	5	8	0
BLIP2	62	-1	6	8	0
BLIP2	62	-1	7	8	0
BLIP2	63	-1	0	8	0
BLIP2	63	-1	1	8	0
BLIP2	63	-1	2	8	0
BLIP2	63	-1	3	8	0
BLIP2	63	-1	4	8	0
BLIP2	63	-1	5	8	1
BLIP2	63	-1	6	8	0
BLIP2	63	-1	7	8	0
BLIP2	64	-1	0	8	0
BLIP2	64	-1	1	8	0
BLIP2	64	-1	2	8	0
BLIP2	64	-1	3	8	0
BLIP2	64	-1	4	8	1
BLIP2	64	-1	5	8	0
BLIP2	64	-1	6	8	0
BLIP2	65	-1	0	8	0
BLIP2	65	-1	1	8	0
BLIP2	65	-1	2	8	0
BLIP2	65	-1	3	8	1
BLIP2	65	-1	4	8	0
BLIP2	65	-1	5	8	1
BLIP2	65	-1	6	8	0
BLIP2	66	-1	0	8	0
BLIP2	66	-1	1	8	0
BLIP2	66	-1	2	8	0
BLIP2	66	-1	3	8	1
BLIP2	66	-1	4	8	0
BLIP2	66	-1	5	8	0
BLIP2	66	-1	6	8	0
BLIP2	66	-1	7	8	1
BLIP2	67	-1	0	8	1
BLIP2	67	-1	1	8	1
BLIP2	67	-1	2	8	1
BLIP2	67	-1	3	8	0
BLIP2	67	-1	4	8	0
BLIP2	67	-1	5	8	0
BLIP2	67	-1	6	8	0
BLIP2	67	-1	7	8	0
BLIP2	68	-1	0	8	1
BLIP2	68	-1	1	8	0
BLIP2	68	-1	2	8	1
BLIP2	68	-1	3	8	0
BLIP2	68	-1	4	8	0
BLIP2	68	-1	5	8	0
BLIP2	68	-1	6	8	0
BLIP2	68	-1	7	8	0
BLIP2	69	-1	0	8	0
BLIP2	69	-1	1	8	0
BLIP2	69	-1	2	8	0
BLIP2	69	-1	3	8	0
BLIP2	69	-1	4	8	0
BLIP2	69	-1	5	8	1
BLIP2	69	-1	6	8	0
BLIP2	69	-1	7	8	0
BLIP2	70	-1	0	8	0
BLIP2	70	-1	1	8	0
BLIP2	70	-1	2	8	0
BLIP2	70	-1	3	8	1
BLIP2	70	-1	4	8	0
BLIP2	70	-1	5	8	0
BLIP2	70	-1	6	8	1
BLIP2	70	-1	7	8	0
BLIP2	71	-1	0	8	0
BLIP2	71	-1	1	8	0
BLIP2	71	-1	2	8	0
BLIP2	71	-1	3	8	0
BLIP2	71	-1	4	8	0
BLIP2	71	-1	5	8	1
BLIP2	71	-1	6	8	1
BLIP2	71	-1	7	8	0
BLIP2	72	-1	0	8	1
BLIP2	72	-1	1	8	0
BLIP2	72	-1	2	8	0
BLIP2	72	-1	3	8	0
BLIP2	72	-1	4	8	1
BLIP2	72	-1	5	8	1
BLIP2	72	-1	6	8	0
BLIP2	72	-1	7	8	0
BLIP2	73	-1	0	8	0
BLIP2	73	-1	1	8	0
BLIP2	73	-1	2	8	0
BLIP2	73	-1	3	8	0
BLIP2	73	-1	4	8	0
BLIP2	73	-1	5	8	0
BLIP2	73	-1	6	8	0
BLIP2	74	-1	0	8	1
BLIP2	74	-1	1	8	0
BLIP2	74	-1	2	8	0
BLIP2	74	-1	3	8	0
BLIP2	74	-1	4	8	0
BLIP2	74	-1	5	8	0
BLIP2	74	-1	6	8	0
BLIP2	74	-1	7	8	0
BLIP2	75	-1	0	8	0
BLIP2	75	-1	1	8	0
BLIP2	75	-1	2	8	0
BLIP2	75	-1	3	8	0
BLIP2	75	-1	4	8	0
BLIP2	75	-1	5	8	0
BLIP2	75	-1	6	8	1
BLIP2	75	-1	7	8	0
BLIP2	76	-1	0	8	0
BLIP2	76	-1	1	8	0
BLIP2	76	-1	2	8	1
BLIP2	76	-1	3	8	0
BLIP2	76	-1	4	8	0
BLIP2	76	-1	5	8	1
BLIP2	76	-1	6	8	0
BLIP2	76	-1	7	8	0
BLIP2	77	-1	0	8	1
BLIP2	77	-1	1	8	0
BLIP2	77	-1	2	8	1
BLIP2	77	-1	3	8	0
BLIP2	77	-1	4	8	1
BLIP2	77	-1	5	8	1
BLIP2	77	-1	6	8	1
BLIP2	77	-1	7	8	0
BLIP2	78	-1	0	8	1
BLIP2	78	-1	1	8	1
BLIP2	78	-1	2	8	0
BLIP2	78	-1	3	8	0
BLIP2	78	-1	4	8	0
BLIP2	78	-1	5	8	1
BLIP2	78	-1	6	8	0
BLIP2	78	-1	7	8	0
BLIP2	79	-1	0	8	0
BLIP2	79	-1	1	8	0
BLIP2	79	-1	2	8	0
BLIP2	79	-1	3	8	0
BLIP2	79	-1	4	8	0
BLIP2	79	-1	5	8	1
BLIP2	79	-1	6	8	0
BLIP2	79	-1	7	8	0
BLIP2	80	-1	0	8	0
BLIP2	80	-1	1	8	0
BLIP2	80	-1	2	8	0
BLIP2	80	-1	3	8	1
BLIP2	80	-1	4	8	0
BLIP2	80	-1	5	8	0
BLIP2	80	-1	6	8	0
BLIP2	81	-1	0	8	0
BLIP2	81	-1	1	8	0
BLIP2	81	-1	2	8	0
BLIP2	81	-1	3	8	0
BLIP2	81	-1	4	8	0
BLIP2	81	-1	5	8	1
BLIP2	81	-1	6	8	0
BLIP2	81	-1	7	8	0
BLIP2	82	-1	0	8	0
BLIP2	82	-1	1	8	0
BLIP2	82	-1	2	8	0
BLIP2	82	-1	3	8	0
BLIP2	82	-1	4	8	1
BLIP2	82	-1	5	8	0
BLIP2	82	-1	6	8	0
BLIP2	82	-1	7	8	0
BLIP2	83	-1	0	8	0
BLIP2	83	-1	1	8	0
BLIP2	83	-1	2	8	0
BLIP2	83	-1	3	8	0
BLIP2	83	-1	4	8	0
BLIP2	83	-1	5	8	1
BLIP2	83	-1	6	8	0
BLIP2	84	-1	0	8	0
BLIP2	84	-1	1	8	1
BLIP2	84	-1	2	8	1
BLIP2	84	-1	3	8	0
BLIP2	84	-1	4	8	0
BLIP2	84	-1	5	8	1
BLIP2	84	-1	6	8	1
BLIP2	84	-1	7	8	1
BLIP2	85	-1	0	8	0
BLIP2	85	-1	1	8	0
BLIP2	85	-1	2	8	0
BLIP2	85	-1	3	8	0
BLIP2	85	-1	4	8	0
BLIP2	85	-1	5	8	0
BLIP2	85	-1	6	8	0
BLIP2	85	-1	7	8	0
BLIP2	86	-1	0	8	1
BLIP2	86	-1	1	8	0
BLIP2	86	-1	2	8	0
BLIP2	86	-1	3	8	0
BLIP2	86	-1	4	8	0
BLIP2	86	-1	5	8	0
BLIP2	86	-1	6	8	0
BLIP2	86	-1	7	8	0
BLIP2	87	-1	0	8	0
BLIP2	87	-1	1	8	0
BLIP2	87	-1	2	8	0
BLIP2	87	-1	3	8	0
BLIP2	87	-1	4	8	0
BLIP2	87	-1	5	8	0
BLIP2	88	-1	0	8	1
BLIP2	88	-1	1	8	1
BLIP2	88	-1	2	8	0
BLIP2	88	-1	3	8	0
BLIP2	88	-1	4	8	0
BLIP2	88	-1	5	8	0
BLIP2	88	-1	6	8	1
BLIP2	88	-1	7	8	1
BLIP2	89	-1	0	8	0
BLIP2	89	-1	1	8	0
BLIP2	89	-1	2	8	0
BLIP2	89	-1	3	8	1
BLIP2	89	-1	4	8	0
BLIP2	89	-1	5	8	0
BLIP2	89	-1	6	8	0
BLIP2	89	-1	7	8	0
BLIP2	90	-1	0	8	1
BLIP2	90	-1	1	8	1
BLIP2	90	-1	2	8	0
BLIP2	90	-1	3	8	0
BLIP2	90	-1	4	8	0
BLIP2	90	-1	5	8	1
BLIP2	90	-1	6	8	0
BLIP2	90	-1	7	8	1
BLIP2	91	-1	0	8	1
BLIP2	91	-1	1	8	0
BLIP2	91	-1	2	8	0
BLIP2	91	-1	3	8	0
BLIP2	91	-1	4	8	0
BLIP2	91	-1	5	8	1
BLIP2	91	-1	6	8	0
BLIP2	91	-1	7	8	0
BLIP2	92	-1	0	8	0
BLIP2	92	-1	1	8	0
BLIP2	92	-1	2	8	0
BLIP2	92	-1	3	8	0
BLIP2	92	-1	4	8	0
BLIP2	92	-1	5	8	1
BLIP2	92	-1	6	8	0
BLIP2	92	-1	7	8	0
BLIP2	93	-1	0	8	0
BLIP2	93	-1	1	8	0
BLIP2	93	-1	2	8	0
BLIP2	93	-1	3	8	0
BLIP2	93	-1	4	8	0
BLIP2	93	-1	5	8	1
BLIP2	93	-1	6	8	1
BLIP2	93	-1	7	8	0
BLIP2	94	-1	0	8	0
BLIP2	94	-1	1	8	1
BLIP2	94	-1	2	8	1
BLIP2	94	-1	3	8	0
BLIP2	94	-1	4	8	0
BLIP2	94	-1	5	8	0
BLIP2	94	-1	6	8	0
BLIP2	94	-1	7	8	0
BLIP2	95	-1	0	8	1
BLIP2	95	-1	1	8	0
BLIP2	95	-1	2	8	1
BLIP2	95	-1	3	8	0
BLIP2	95	-1	4	8	0
BLIP2	95	-1	5	8	1
BLIP2	95	-1	6	8	0
BLIP2	95	-1	7	8	0
BLIP2	96	-1	0	8	1
BLIP2	96	-1	1	8	1
BLIP2	96	-1	2	8	1
BLIP2	96	-1	3	8	1
BLIP2	96	-1	4	8	0
BLIP2	96	-1	5	8	0
BLIP2	96	-1	6	8	0
BLIP2	96	-1	7	8	0
BLIP2	97	-1	0	8	1
BLIP2	97	-1	1	8	1
BLIP2	97	-1	2	8	1
BLIP2	97	-1	3	8	0
BLIP2	97	-1	4	8	0
BLIP2	97	-1	5	8	0
BLIP2	97	-1	6	8	0
BLIP2	97	-1	7	8	0
BLIP2	98	-1	0	8	1
BLIP2	98	-1	1	8	0
BLIP2	98	-1	2	8	0
BLIP2	98	-1	3	8	1
BLIP2	98	-1	4	8	1
BLIP2	98	-1	5	8	0
BLIP2	98	-1	6	8	0
BLIP2	98	-1	7	8	0
BLIP2	99	-1	0	8	0
BLIP2	99	-1	1	8	1
BLIP2	99	-1	2	8	0
BLIP2	99	-1	3	8	0
BLIP2	99	-1	4	8	0
BLIP2	99	-1	5	8	0
BLIP2	99	-1	6	8	0
BLIP2	99	-1	7	8	0
BLIP2	100	-1	0	8	0
BLIP2	100	-1	1	8	1
BLIP2	100	-1	2	8	0
BLIP2	100	-1	3	8	0
BLIP2	100	-1	4	8	0
BLIP2	100	-1	5	8	1
BLIP2	100	-1	6	8	0
BLIP2	100	-1	7	8	0
BLIP2	101	-1	0	8	0
BLIP2	101	-1	1	8	0
BLIP2	101	-1	2	8	1
BLIP2	101	-1	3	8	0
BLIP2	101	-1	4	8	0
BLIP2	101	-1	5	8	0
BLIP2	101	-1	6	8	0
BLIP2	101	-1	7	8	0
BLIP2	102	-1	0	8	0
BLIP2	102	-1	1	8	0
BLIP2	102	-1	2	8	0
BLIP2	102	-1	3	8	0
BLIP2	102	-1	4	8	0
BLIP2	102	-1	5	8	1
BLIP2	102	-1	6	8	1
BLIP2	102	-1	7	8	1
BLIP2	103	-1	0	8	0
BLIP2	103	-1	1	8	1
BLIP2	103	-1	2	8	0
BLIP2	103	-1	3	8	0
BLIP2	103	-1	4	8	1
BLIP2	103	-1	5	8	0
BLIP2	103	-1	6	8	0
