sample_id	image_id	t_star	tail_errors	first_gap	model
81	1	14	0	2	qwen
81	2	14	1	2	qwen
81	5	11	2	1	qwen
82	1	2	2	1	qwen
82	2	1	2	3	qwen
82	3	2	3	1	qwen
82	4	1	3	2	qwen
83	1	1	2	1	qwen
83	2	1	2	1	qwen
83	3	1	2	1	qwen
84	1	1	4	1	qwen
84	2	1	4	1	qwen
85	1	11	6	1	qwen
85	2	11	3	2	qwen
85	3	11	4	1	qwen
85	4	11	3	1	qwen
86	1	10	2	1	qwen
86	2	10	2	1	qwen
86	3	8	3	1	qwen
87	1	3	2	1	qwen
87	2	3	2	1	qwen
87	3	3	1	2	qwen
88	1	18	0	0	qwen
88	2	17	0	3	qwen
88	3	16	1	3	qwen
88	4	16	1	1	qwen
88	5	14	3	1	qwen
89	1	1	5	1	qwen
89	2	1	5	1	qwen
90	1	1	3	1	qwen
90	2	13	2	2	qwen
90	3	16	1	1	qwen
90	4	15	1	3	qwen
91	1	2	3	1	qwen
91	2	13	4	1	qwen
91	3	13	3	1	qwen
91	4	13	5	1	qwen
92	1	10	2	1	qwen
92	2	10	2	1	qwen
93	1	7	3	1	qwen
93	2	7	3	1	qwen
94	1	2	5	1	qwen
94	2	6	4	1	qwen
95	1	9	2	1	qwen
95	2	9	2	1	qwen
96	1	2	5	1	qwen
96	2	7	4	1	qwen
97	1	9	5	1	qwen
97	2	9	5	1	qwen
98	1	1	6	1	qwen
98	2	5	5	1	qwen
99	1	10	5	1	qwen
99	2	10	5	1	qwen
99	3	10	5	1	qwen
100	1	1	5	1	qwen
100	2	1	1	1	qwen
100	3	1	5	1	qwen
100	4	1	5	1	qwen
100	5	1	5	1	qwen
100	6	1	3	1	qwen
100	7	1	1	1	qwen
100	9	11	5	1	qwen
101	3	4	0	4	qwen
101	4	4	1	1	qwen
101	7	4	1	1	qwen
101	8	4	0	3	qwen
101	9	4	0	3	qwen
101	10	4	0	2	qwen
101	11	4	0	2	qwen
102	1	5	4	1	qwen
102	2	3	0	0	qwen
102	3	3	3	2	qwen
102	5	2	4	2	qwen
102	6	3	0	6	qwen
102	7	3	3	2	qwen
102	8	3	3	2	qwen
102	9	2	2	6	qwen
103	1	1	1	1	qwen
103	2	1	2	2	qwen
103	3	1	8	3	qwen
103	4	1	0	0	qwen
103	5	1	1	5	qwen
103	6	2	7	7	qwen
103	7	9	6	1	qwen
103	8	6	0	14	qwen
103	9	6	5	1	qwen
103	10	15	2	1	qwen
104	1	3	1	2	qwen
104	3	4	2	1	qwen
104	4	4	2	1	qwen
104	5	5	3	1	qwen
104	6	3	4	2	qwen
104	7	5	0	0	qwen
104	8	7	1	4	qwen
104	9	12	0	0	qwen
104	10	7	1	4	qwen
104	11	12	0	0	qwen
105	1	10	1	1	qwen
105	3	8	1	2	qwen
105	4	7	1	4	qwen
105	6	3	2	2	qwen
105	7	5	2	2	qwen
105	8	8	0	1	qwen
105	10	5	0	0	qwen
105	11	3	3	3	qwen
106	1	6	0	5	qwen
106	8	8	0	1	qwen
106	10	6	1	2	qwen
107	1	1	3	1	qwen
107	2	1	1	10	qwen
107	3	1	2	9	qwen
107	4	1	1	4	qwen
107	5	1	3	7	qwen
107	6	2	2	2	qwen
107	7	2	3	1	qwen
107	8	2	2	1	qwen
107	9	11	0	0	qwen
107	10	10	0	0	qwen
107	11	11	0	0	qwen
108	1	3	6	1	qwen
108	2	2	4	1	qwen
108	3	3	3	1	qwen
108	4	2	6	1	qwen
108	5	3	5	1	qwen
108	6	5	2	1	qwen
108	7	3	5	1	qwen
108	8	2	5	3	qwen
108	9	3	1	1	qwen
108	10	5	2	1	qwen
108	11	13	0	0	qwen
108	12	13	0	0	qwen
108	13	14	0	0	qwen
108	14	13	0	0	qwen
108	15	15	0	0	qwen
108	17	17	0	0	qwen
108	18	17	0	0	qwen
109	1	1	4	3	qwen
109	2	1	1	1	qwen
109	3	1	2	11	qwen
109	4	4	1	2	qwen
109	5	3	6	2	qwen
109	6	2	1	1	qwen
109	8	14	1	1	qwen
109	9	14	1	1	qwen
109	10	2	5	2	qwen
109	11	5	2	2	qwen
109	12	11	1	1	qwen
109	13	10	1	2	qwen
109	14	14	1	1	qwen
109	15	14	1	1	qwen
109	17	17	0	0	qwen
109	19	19	0	0	qwen
109	20	19	0	0	qwen
