model	sample_id	image_id	turn	delta	ok
blip2	67	1	6	5	1
blip2	67	1	7	6	0
blip2	67	1	8	7	1
blip2	67	1	9	8	1
blip2	67	1	10	9	1
blip2	67	1	11	10	0
blip2	67	1	12	11	0
blip2	67	1	13	12	0
blip2	67	1	14	13	0
blip2	67	1	15	14	0
blip2	68	1	1	0	0
blip2	68	1	2	1	0
blip2	68	1	3	2	0
blip2	68	1	4	3	1
blip2	68	1	5	4	0
blip2	68	1	6	5	0
blip2	68	1	7	6	0
blip2	68	1	8	7	1
blip2	68	1	9	8	0
blip2	68	1	10	9	1
blip2	68	1	11	10	0
blip2	68	1	12	11	0
blip2	68	1	13	12	0
blip2	68	1	14	13	0
blip2	68	1	15	14	0
blip2	69	1	1	0	0
blip2	69	1	2	1	0
blip2	69	1	3	2	0
blip2	69	1	4	3	0
blip2	69	1	5	4	0
blip2	69	1	6	5	1
blip2	69	1	7	6	0
blip2	69	1	8	7	0
blip2	70	1	1	0	0
blip2	70	1	2	1	0
blip2	70	1	3	2	0
blip2	70	1	4	3	0
blip2	70	1	5	4	0
blip2	70	1	6	5	1
blip2	70	1	7	6	0
blip2	70	1	8	7	0
blip2	70	1	9	8	0
blip2	70	1	10	9	1
blip2	70	1	11	10	0
blip2	70	1	12	11	0
blip2	70	1	13	12	1
blip2	70	1	14	13	0
blip2	71	1	1	0	0
blip2	71	1	2	1	0
blip2	71	1	3	2	0
blip2	71	1	4	3	1
blip2	71	1	5	4	0
blip2	71	1	6	5	0
blip2	71	1	7	6	0
blip2	71	1	8	7	0
blip2	71	1	9	8	0
blip2	71	1	10	9	0
blip2	71	1	11	10	0
blip2	71	1	12	11	0
blip2	71	1	13	12	1
blip2	71	1	14	13	1
blip2	71	1	15	14	0
blip2	72	1	1	0	0
blip2	72	1	2	1	0
blip2	72	1	3	2	0
blip2	72	1	4	3	0
blip2	72	1	5	4	0
blip2	72	1	6	5	1
blip2	72	1	7	6	0
blip2	72	1	8	7	0
blip2	72	1	9	8	1
blip2	72	1	10	9	0
blip2	72	1	11	10	0
blip2	72	1	12	11	0
blip2	72	1	13	12	1
blip2	72	1	14	13	1
blip2	72	1	15	14	0
blip2	72	1	16	15	0
blip2	73	1	1	0	0
blip2	73	1	2	1	0
blip2	73	1	3	2	0
blip2	73	1	4	3	0
blip2	73	1	5	4	0
blip2	73	1	6	5	0
blip2	73	1	7	6	0
blip2	74	1	1	0	0
blip2	74	1	2	1	1
blip2	74	1	3	2	0
blip2	74	1	4	3	0
blip2	74	1	5	4	1
blip2	74	1	6	5	0
blip2	74	1	7	6	1
blip2	74	1	8	7	0
blip2	74	1	9	8	1
blip2	74	1	10	9	1
blip2	74	1	11	10	0
blip2	74	1	12	11	1
blip2	74	1	13	12	1
blip2	74	1	14	13	0
blip2	74	1	15	14	0
blip2	74	1	16	15	0
blip2	74	1	17	16	0
blip2	74	1	18	17	0
blip2	74	1	19	18	0
blip2	74	1	20	19	0
blip2	75	1	1	0	1
blip2	75	1	2	1	0
blip2	75	1	3	2	0
blip2	75	1	4	3	1
blip2	75	1	5	4	1
blip2	75	1	6	5	0
blip2	75	1	7	6	0
blip2	75	1	8	7	0
blip2	75	1	9	8	0
blip2	75	1	10	9	0
blip2	75	1	11	10	0
blip2	75	1	12	11	0
blip2	75	1	13	12	0
blip2	75	1	14	13	1
blip2	75	1	15	14	0
blip2	76	1	1	0	1
blip2	76	1	2	1	0
blip2	76	1	3	2	0
blip2	76	1	4	3	0
blip2	76	1	5	4	1
blip2	76	1	6	5	0
blip2	76	1	7	6	0
blip2	76	1	8	7	0
blip2	76	1	9	8	0
blip2	76	1	10	9	0
blip2	76	1	11	10	1
blip2	76	1	12	11	0
blip2	76	1	13	12	0
blip2	76	1	14	13	0
blip2	76	1	15	14	1
blip2	76	1	16	15	0
blip2	76	1	17	16	0
blip2	76	1	18	17	1
blip2	76	1	19	18	0
blip2	76	1	20	19	0
blip2	77	1	1	0	1
blip2	77	1	2	1	1
blip2	77	1	3	2	1
blip2	77	1	4	3	1
blip2	77	1	5	4	0
blip2	77	1	6	5	1
blip2	77	1	7	6	0
blip2	77	1	8	7	1
blip2	77	1	9	8	1
blip2	77	1	10	9	0
blip2	77	1	11	10	1
blip2	77	1	12	11	0
blip2	77	1	13	12	1
blip2	77	1	14	13	1
blip2	77	1	15	14	1
blip2	77	1	16	15	0
blip2	78	1	1	0	0
blip2	78	1	2	1	1
blip2	78	1	3	2	0
blip2	78	1	4	3	1
blip2	78	1	5	4	1
blip2	78	1	6	5	0
blip2	78	1	7	6	0
blip2	78	1	8	7	1
blip2	78	1	9	8	0
blip2	78	1	10	9	0
blip2	78	1	11	10	1
blip2	78	1	12	11	1
blip2	78	1	13	12	1
blip2	78	1	14	13	1
blip2	78	1	15	14	0
blip2	78	1	16	15	0
blip2	78	1	17	16	0
blip2	78	1	18	17	1
blip2	78	1	19	18	0
blip2	78	1	20	19	0
blip2	79	1	1	0	0
blip2	79	1	2	1	0
blip2	79	1	3	2	0
blip2	79	1	4	3	1
blip2	79	1	5	4	1
blip2	79	1	6	5	1
blip2	79	1	7	6	0
blip2	79	1	8	7	0
blip2	79	1	9	8	1
blip2	79	1	10	9	1
blip2	79	1	11	10	0
blip2	79	1	12	11	0
blip2	79	1	13	12	0
blip2	79	1	14	13	0
blip2	79	1	15	14	0
blip2	79	1	16	15	0
blip2	79	1	17	16	0
blip2	79	1	18	17	1
blip2	79	1	19	18	0
blip2	79	1	20	19	0
blip2	80	1	1	0	0
blip2	80	1	2	1	0
blip2	80	1	3	2	0
blip2	80	1	4	3	1
blip2	80	1	5	4	0
blip2	80	1	6	5	0
blip2	80	1	7	6	0
blip2	81	1	1	0	0
blip2	81	1	2	1	1
blip2	81	1	3	2	1
blip2	81	1	4	3	0
blip2	81	1	5	4	0
blip2	81	1	6	5	1
blip2	81	1	7	6	0
blip2	81	1	8	7	0
blip2	81	1	9	8	0
blip2	81	1	10	9	0
blip2	81	1	11	10	1
blip2	81	1	12	11	0
blip2	81	1	13	12	0
blip2	81	1	14	13	0
blip2	81	1	15	14	0
blip2	81	1	16	15	0
blip2	81	1	17	16	0
blip2	81	1	18	17	1
blip2	81	1	19	18	0
blip2	81	1	20	19	0
blip2	82	1	1	0	0
blip2	82	1	2	1	0
blip2	82	1	3	2	0
blip2	82	1	4	3	0
blip2	82	1	5	4	1
blip2	82	1	6	5	0
blip2	82	1	7	6	0
blip2	82	1	8	7	0
blip2	83	1	1	0	0
blip2	83	1	2	1	0
blip2	83	1	3	2	0
blip2	83	1	4	3	0
blip2	83	1	5	4	0
blip2	83	1	6	5	1
blip2	83	1	7	6	0
blip2	84	1	1	0	0
blip2	84	1	2	1	0
blip2	84	1	3	2	0
blip2	84	1	4	3	1
blip2	84	1	5	4	1
blip2	84	1	6	5	0
blip2	84	1	7	6	0
blip2	84	1	8	7	1
blip2	84	1	9	8	1
blip2	84	1	10	9	1
blip2	85	1	1	0	0
blip2	85	1	2	1	0
blip2	85	1	3	2	0
blip2	85	1	4	3	0
blip2	85	1	5	4	0
blip2	85	1	6	5	1
blip2	85	1	7	6	0
blip2	85	1	8	7	0
blip2	85	1	9	8	1
blip2	85	1	10	9	1
blip2	85	1	11	10	0
blip2	85	1	12	11	0
blip2	85	1	13	12	0
blip2	85	1	14	13	0
blip2	85	1	15	14	0
blip2	85	1	16	15	0
blip2	85	1	17	16	0
blip2	85	1	18	17	0
blip2	86	1	1	0	1
blip2	86	1	2	1	1
blip2	86	1	3	2	1
blip2	86	1	4	3	0
blip2	86	1	5	4	1
blip2	86	1	6	5	0
blip2	86	1	7	6	1
blip2	86	1	8	7	0
blip2	86	1	9	8	0
blip2	86	1	10	9	1
blip2	86	1	11	10	0
blip2	86	1	12	11	0
blip2	86	1	13	12	0
blip2	86	1	14	13	0
blip2	86	1	15	14	0
blip2	86	1	16	15	0
blip2	86	1	17	16	0
blip2	87	1	1	0	0
blip2	87	1	2	1	0
blip2	87	1	3	2	0
blip2	87	1	4	3	0
blip2	87	1	5	4	0
blip2	87	1	6	5	0
blip2	88	1	1	0	1
blip2	88	1	2	1	1
blip2	88	1	3	2	1
blip2	88	1	4	3	0
blip2	88	1	5	4	1
blip2	88	1	6	5	1
blip2	88	1	7	6	1
blip2	88	1	8	7	0
blip2	88	1	9	8	1
blip2	88	1	10	9	1
blip2	88	1	11	10	1
blip2	88	1	12	11	1
blip2	88	1	13	12	1
blip2	88	1	14	13	1
blip2	88	1	15	14	0
blip2	88	1	16	15	0
blip2	88	1	17	16	0
blip2	88	1	18	17	0
blip2	88	1	19	18	1
blip2	88	1	20	19	1
blip2	89	1	1	0	0
blip2	89	1	2	1	0
blip2	89	1	3	2	0
blip2	89	1	4	3	1
blip2	89	1	5	4	0
blip2	89	1	6	5	0
blip2	89	1	7	6	0
blip2	89	1	8	7	0
blip2	90	1	1	0	0
blip2	90	1	2	1	1
blip2	90	1	3	2	0
blip2	90	1	4	3	0
blip2	90	1	5	4	0
blip2	90	1	6	5	0
blip2	90	1	7	6	0
blip2	90	1	8	7	0
blip2	90	1	9	8	1
blip2	90	1	10	9	1
blip2	90	1	11	10	0
blip2	90	1	12	11	0
blip2	90	1	13	12	1
blip2	90	1	14	13	1
blip2	90	1	15	14	0
blip2	90	1	16	15	0
blip2	90	1	17	16	0
blip2	90	1	18	17	1
blip2	90	1	19	18	0
blip2	90	1	20	19	1
blip2	91	1	1	0	1
blip2	91	1	2	1	0
blip2	91	1	3	2	1
blip2	91	1	4	3	0
blip2	91	1	5	4	0
blip2	91	1	6	5	0
blip2	91	1	7	6	1
blip2	91	1	8	7	1
blip2	91	1	9	8	1
blip2	91	1	10	9	1
blip2	91	1	11	10	0
blip2	91	1	12	11	1
blip2	91	1	13	12	0
blip2	91	1	14	13	0
blip2	91	1	15	14	0
blip2	91	1	16	15	0
blip2	91	1	17	16	1
blip2	91	1	18	17	0
blip2	91	1	19	18	0
blip2	92	1	1	0	0
blip2	92	1	2	1	0
blip2	92	1	3	2	0
blip2	92	1	4	3	1
blip2	92	1	5	4	1
blip2	92	1	6	5	1
blip2	92	1	7	6	0
blip2	92	1	8	7	0
blip2	92	1	9	8	0
blip2	92	1	10	9	0
blip2	92	1	11	10	0
blip2	92	1	12	11	0
blip2	92	1	13	12	0
blip2	92	1	14	13	1
blip2	92	1	15	14	0
blip2	92	1	16	15	0
blip2	93	1	1	0	1
blip2	93	1	2	1	1
blip2	93	1	3	2	1
blip2	93	1	4	3	1
blip2	93	1	5	4	0
blip2	93	1	6	5	0
blip2	93	1	7	6	0
blip2	93	1	8	7	0
blip2	93	1	9	8	1
blip2	93	1	10	9	0
blip2	93	1	11	10	0
blip2	93	1	12	11	0
blip2	93	1	13	12	0
blip2	93	1	14	13	0
blip2	93	1	15	14	0
blip2	93	1	16	15	0
blip2	93	1	17	16	1
blip2	93	1	18	17	1
blip2	93	1	19	18	0
blip2	94	1	1	0	1
blip2	94	1	2	1	0
blip2	94	1	3	2	0
blip2	94	1	4	3	1
blip2	94	1	5	4	1
blip2	94	1	6	5	0
blip2	94	1	7	6	1
blip2	94	1	8	7	0
blip2	94	1	9	8	1
blip2	94	1	10	9	1
blip2	94	1	11	10	0
blip2	94	1	12	11	0
blip2	94	1	13	12	0
blip2	94	1	14	13	0
blip2	94	1	15	14	0
blip2	95	1	1	0	1
blip2	95	1	2	1	0
blip2	95	1	3	2	0
blip2	95	1	4	3	0
blip2	95	1	5	4	0
blip2	95	1	6	5	0
blip2	95	1	7	6	0
blip2	95	1	8	7	1
blip2	95	1	9	8	0
blip2	95	1	10	9	1
blip2	95	1	11	10	0
blip2	95	1	12	11	0
blip2	95	1	13	12	1
blip2	95	1	14	13	0
blip2	95	1	15	14	0
blip2	96	1	1	0	0
blip2	96	1	2	1	0
blip2	96	1	3	2	1
blip2	96	1	4	3	0
blip2	96	1	5	4	0
blip2	96	1	6	5	1
blip2	96	1	7	6	0
blip2	96	1	8	7	0
blip2	96	1	9	8	1
blip2	96	1	10	9	1
blip2	96	1	11	10	1
blip2	96	1	12	11	1
blip2	96	1	13	12	0
blip2	96	1	14	13	0
blip2	96	1	15	14	0
blip2	96	1	16	15	0
blip2	97	1	1	0	1
blip2	97	1	2	1	0
blip2	97	1	3	2	0
blip2	97	1	4	3	0
blip2	97	1	5	4	0
blip2	97	1	6	5	1
blip2	97	1	7	6	0
blip2	97	1	8	7	0
blip2	97	1	9	8	1
blip2	97	1	10	9	1
blip2	97	1	11	10	1
blip2	97	1	12	11	0
blip2	97	1	13	12	0
blip2	97	1	14	13	0
blip2	97	1	15	14	0
blip2	97	1	16	15	0
blip2	98	1	1	0	0
blip2	98	1	2	1	0
blip2	98	1	3	2	0
blip2	98	1	4	3	0
blip2	98	1	5	4	0
blip2	98	1	6	5	0
blip2	98	1	7	6	0
blip2	98	1	8	7	1
blip2	98	1	9	8	0
blip2	98	1	10	9	0
blip2	98	1	11	10	1
blip2	98	1	12	11	1
blip2	98	1	13	12	0
blip2	98	1	14	13	0
blip2	98	1	15	14	0
blip2	99	1	1	0	1
blip2	99	1	2	1	0
blip2	99	1	3	2	0
blip2	99	1	4	3	1
blip2	99	1	5	4	1
blip2	99	1	6	5	0
blip2	99	1	7	6	1
blip2	99	1	8	7	1
blip2	99	1	9	8	1
blip2	99	1	10	9	1
blip2	99	1	11	10	0
blip2	99	1	12	11	0
blip2	99	1	13	12	1
blip2	99	1	14	13	0
blip2	99	1	15	14	0
blip2	99	1	16	15	0
blip2	99	1	17	16	0
blip2	99	1	18	17	0
blip2	99	1	19	18	0
blip2	100	1	1	0	0
blip2	100	1	2	1	0
blip2	100	1	3	2	0
blip2	100	1	4	3	0
blip2	100	1	5	4	0
blip2	100	1	6	5	0
blip2	100	1	7	6	0
blip2	100	1	8	7	0
blip2	100	1	9	8	0
blip2	100	1	10	9	1
blip2	100	1	11	10	0
blip2	100	1	12	11	0
blip2	100	1	13	12	0
blip2	100	1	14	13	1
blip2	100	1	15	14	0
blip2	100	1	16	15	0
blip2	100	1	17	16	0
blip2	100	1	18	17	1
blip2	100	1	19	18	0
blip2	100	1	20	19	0
blip2	101	1	1	0	0
blip2	101	1	2	1	0
blip2	101	1	3	2	0
blip2	101	1	4	3	0
blip2	101	1	5	4	1
blip2	101	1	6	5	0
blip2	101	1	7	6	0
blip2	101	1	8	7	0
blip2	101	1	9	8	0
blip2	101	1	10	9	0
blip2	102	1	1	0	0
blip2	102	1	2	1	0
blip2	102	1	3	2	0
blip2	102	1	4	3	0
blip2	102	1	5	4	0
blip2	102	1	6	5	0
blip2	102	1	7	6	0
blip2	102	1	8	7	0
blip2	102	1	9	8	1
blip2	102	1	10	9	1
blip2	102	1	11	10	1
blip2	103	1	1	0	0
blip2	103	1	2	1	0
blip2	103	1	3	2	0
blip2	103	1	4	3	1
blip2	103	1	5	4	0
blip2	103	1	6	5	0
blip2	103	1	7	6	0
blip2	103	1	8	7	0
blip2	103	1	9	8	0
blip2	103	1	10	9	0
blip2	103	1	11	10	0
blip2	103	1	12	11	0
blip2	103	1	13	12	0
blip2	103	1	14	13	1
blip2	103	1	15	14	0
blip2	103	1	16	15	0
blip2	103	1	17	16	1
blip2	103	1	18	17	0
blip2	103	1	19	18	0
blip2	103	1	20	19	0
blip2	104	1	1	0	0
blip2	104	1	2	1	0
blip2	104	1	3	2	0
blip2	104	1	4	3	0
blip2	104	1	5	4	1
blip2	104	1	6	5	1
blip2	104	1	7	6	1
blip2	104	1	8	7	0
blip2	104	1	9	8	1
blip2	104	1	10	9	0
blip2	104	1	11	10	0
blip2	104	1	12	11	0
blip2	105	1	1	0	0
blip2	105	1	2	1	1
blip2	105	1	3	2	0
blip2	105	1	4	3	1
blip2	105	1	5	4	1
blip2	105	1	6	5	1
blip2	105	1	7	6	0
blip2	105	1	8	7	0
blip2	105	1	9	8	1
blip2	105	1	10	9	1
blip2	105	1	11	10	0
blip2	105	1	12	11	0
blip2	106	1	1	0	0
blip2	106	1	2	1	1
blip2	106	1	3	2	0
blip2	106	1	4	3	1
blip2	106	1	5	4	1
blip2	106	1	6	5	0
blip2	106	1	7	6	1
blip2	106	1	8	7	0
blip2	106	1	9	8	1
blip2	106	1	10	9	1
blip2	106	1	11	10	0
blip2	107	1	1	0	0
blip2	107	1	2	1	0
blip2	107	1	3	2	0
blip2	107	1	4	3	0
blip2	107	1	5	4	1
blip2	107	1	6	5	0
blip2	107	1	7	6	0
blip2	107	1	8	7	0
blip2	107	1	9	8	0
blip2	107	1	10	9	1
blip2	107	1	11	10	0
blip2	108	1	1	0	0
blip2	108	1	2	1	0
blip2	108	1	3	2	0
blip2	108	1	4	3	1
blip2	108	1	5	4	1
blip2	108	1	6	5	1
blip2	108	1	7	6	0
blip2	108	1	8	7	0
blip2	108	1	9	8	1
blip2	108	1	10	9	0
blip2	108	1	11	10	1
blip2	108	1	12	11	0
blip2	108	1	13	12	0
blip2	108	1	14	13	0
blip2	108	1	15	14	0
blip2	108	1	16	15	0
blip2	108	1	17	16	0
blip2	109	1	1	0	0
blip2	109	1	2	1	0
blip2	109	1	3	2	0
blip2	109	1	4	3	0
blip2	109	1	5	4	1
blip2	109	1	6	5	0
blip2	109	1	7	6	0
blip2	109	1	8	7	0
blip2	109	1	9	8	0
blip2	109	1	10	9	0
blip2	109	1	11	10	0
blip2	109	1	12	11	1
blip2	109	1	13	12	0
blip2	109	1	14	13	1
blip2	109	1	15	14	0
blip2	109	1	16	15	0
blip2	109	1	17	16	0
blip2	109	1	18	17	1
blip2	109	1	19	18	0
llava	0	1	1	0	1
llava	0	1	2	1	0
llava	0	1	3	2	1
llava	0	1	4	3	1
llava	0	1	5	4	1
llava	0	1	6	5	1
llava	0	1	7	6	1
llava	0	1	8	7	1
llava	0	1	9	8	1
llava	0	1	10	9	1
llava	0	1	11	10	1
llava	0	1	12	11	1
llava	1	1	1	0	1
llava	1	1	2	1	1
llava	1	1	3	2	1
llava	1	1	4	3	1
llava	1	1	5	4	1
llava	1	1	6	5	0
llava	1	1	7	6	0
llava	1	1	8	7	1
llava	1	1	9	8	1
llava	1	1	10	9	1
llava	1	1	11	10	1
llava	2	1	1	0	1
llava	2	1	2	1	1
llava	2	1	3	2	0
llava	2	1	4	3	1
llava	2	1	5	4	1
llava	2	1	6	5	1
llava	2	1	7	6	0
llava	2	1	8	7	0
llava	2	1	9	8	1
llava	2	1	10	9	0
llava	2	1	11	10	0
llava	2	1	12	11	0
llava	2	1	13	12	1
llava	2	1	14	13	1
llava	2	1	15	14	0
llava	2	1	16	15	1
llava	2	1	17	16	1
llava	3	1	1	0	1
llava	3	1	2	1	0
llava	3	1	3	2	1
llava	3	1	4	3	1
llava	3	1	5	4	1
llava	3	1	6	5	1
llava	3	1	7	6	1
llava	3	1	8	7	1
llava	3	1	9	8	0
llava	3	1	10	9	0
llava	3	1	11	10	1
llava	3	1	12	11	1
llava	3	1	13	12	0
llava	3	1	14	13	0
llava	3	1	15	14	0
llava	3	1	16	15	1
llava	3	1	17	16	1
llava	3	1	18	17	1
llava	3	1	19	18	0
llava	3	1	20	19	1
llava	4	1	1	0	0
llava	4	1	2	1	0
llava	4	1	3	2	1
llava	4	1	4	3	1
llava	4	1	5	4	1
llava	4	1	6	5	1
llava	4	1	7	6	0
llava	4	1	8	7	0
llava	4	1	9	8	0
llava	4	1	10	9	0
llava	4	1	11	10	0
llava	5	1	1	0	1
llava	5	1	2	1	1
llava	5	1	3	2	1
llava	5	1	4	3	1
llava	5	1	5	4	1
llava	5	1	6	5	1
llava	5	1	7	6	0
llava	5	1	8	7	0
llava	5	1	9	8	1
llava	5	1	10	9	0
llava	5	1	11	10	1
llava	5	1	12	11	1
llava	5	1	13	12	1
llava	5	1	14	13	0
llava	5	1	15	14	0
llava	5	1	16	15	1
llava	6	1	1	0	1
llava	6	1	2	1	1
llava	6	1	3	2	0
llava	6	1	4	3	1
llava	6	1	5	4	0
llava	6	1	6	5	1
llava	6	1	7	6	0
llava	6	1	8	7	0
llava	6	1	9	8	0
llava	6	1	10	9	0
llava	6	1	11	10	0
llava	6	1	12	11	0
llava	6	1	13	12	0
llava	6	1	14	13	1
llava	6	1	15	14	1
llava	7	1	1	0	1
llava	7	1	2	1	1
llava	7	1	3	2	1
llava	7	1	4	3	1
llava	7	1	5	4	1
llava	7	1	6	5	1
llava	7	1	7	6	0
llava	7	1	8	7	0
llava	7	1	9	8	0
llava	7	1	10	9	1
llava	7	1	11	10	0
llava	7	1	12	11	1
llava	7	1	13	12	0
llava	7	1	14	13	0
llava	7	1	15	14	0
llava	7	1	16	15	0
llava	8	1	1	0	1
llava	8	1	2	1	0
llava	8	1	3	2	1
llava	8	1	4	3	1
llava	8	1	5	4	1
llava	8	1	6	5	1
llava	8	1	7	6	1
llava	8	1	8	7	1
llava	8	1	9	8	1
llava	8	1	10	9	1
llava	8	1	11	10	1
llava	8	1	12	11	0
llava	8	1	13	12	0
llava	8	1	14	13	0
llava	8	1	15	14	0
llava	8	1	16	15	0
llava	8	1	17	16	0
llava	8	1	18	17	1
llava	8	1	19	18	0
llava	8	1	20	19	1
llava	9	1	1	0	1
llava	9	1	2	1	1
llava	9	1	3	2	1
llava	9	1	4	3	1
llava	9	1	5	4	1
llava	9	1	6	5	1
llava	9	1	7	6	0
llava	9	1	8	7	1
llava	10	1	1	0	1
llava	10	1	2	1	1
llava	10	1	3	2	1
llava	10	1	4	3	1
llava	10	1	5	4	0
llava	10	1	6	5	1
llava	10	1	7	6	0
llava	10	1	8	7	0
llava	10	1	9	8	1
llava	10	1	10	9	1
llava	10	1	11	10	1
llava	10	1	12	11	0
llava	10	1	13	12	1
llava	10	1	14	13	1
llava	10	1	15	14	0
llava	10	1	16	15	1
llava	11	1	1	0	1
llava	11	1	2	1	0
llava	11	1	3	2	1
llava	11	1	4	3	1
llava	11	1	5	4	1
llava	11	1	6	5	0
llava	11	1	7	6	0
llava	11	1	8	7	0
llava	11	1	9	8	0
llava	11	1	10	9	0
llava	11	1	11	10	0
llava	11	1	12	11	0
llava	11	1	13	12	0
llava	11	1	14	13	1
llava	11	1	15	14	1
llava	11	1	16	15	0
llava	12	1	1	0	1
llava	12	1	2	1	0
llava	12	1	3	2	1
llava	12	1	4	3	1
llava	12	1	5	4	0
llava	12	1	6	5	0
llava	12	1	7	6	0
llava	12	1	8	7	1
llava	12	1	9	8	0
llava	12	1	10	9	0
llava	12	1	11	10	0
llava	12	1	12	11	0
llava	12	1	13	12	1
llava	12	1	14	13	0
llava	12	1	15	14	0
llava	13	1	1	0	0
llava	13	1	2	1	1
llava	13	1	3	2	1
llava	13	1	4	3	1
llava	13	1	5	4	1
llava	13	1	6	5	1
llava	13	1	7	6	1
llava	13	1	8	7	1
llava	13	1	9	8	1
llava	13	1	10	9	1
llava	13	1	11	10	1
llava	13	1	12	11	1
llava	13	1	13	12	0
llava	13	1	14	13	1
llava	13	1	15	14	0
llava	13	1	16	15	0
llava	13	1	17	16	1
llava	13	1	18	17	0
llava	14	1	1	0	1
llava	14	1	2	1	1
llava	14	1	3	2	1
llava	14	1	4	3	0
llava	14	1	5	4	0
llava	14	1	6	5	1
llava	14	1	7	6	1
llava	14	1	8	7	0
llava	14	1	9	8	0
llava	14	1	10	9	0
llava	14	1	11	10	1
llava	14	1	12	11	1
llava	14	1	13	12	1
llava	15	1	1	0	1
llava	15	1	2	1	1
llava	15	1	3	2	1
llava	15	1	4	3	1
llava	15	1	5	4	1
llava	15	1	6	5	1
llava	15	1	7	6	0
llava	15	1	8	7	0
llava	15	1	9	8	1
llava	15	1	10	9	1
llava	15	1	11	10	0
llava	15	1	12	11	1
llava	15	1	13	12	0
llava	15	1	14	13	1
llava	15	1	15	14	0
llava	15	1	16	15	1
llava	15	1	17	16	1
llava	15	1	18	17	0
llava	15	1	19	18	0
llava	15	1	20	19	1
llava	16	1	1	0	1
llava	16	1	2	1	1
llava	16	1	3	2	1
llava	16	1	4	3	1
llava	16	1	5	4	1
llava	16	1	6	5	1
llava	16	1	7	6	1
llava	16	1	8	7	1
llava	16	1	9	8	1
llava	16	1	10	9	1
llava	16	1	11	10	1
llava	16	1	12	11	1
llava	16	1	13	12	1
llava	16	1	14	13	1
llava	16	1	15	14	0
llava	16	1	16	15	0
llava	17	1	1	0	1
llava	17	1	2	1	1
llava	17	1	3	2	1
llava	17	1	4	3	0
llava	17	1	5	4	1
llava	17	1	6	5	1
llava	17	1	7	6	0
llava	17	1	8	7	1
llava	17	1	9	8	1
llava	17	1	10	9	0
llava	17	1	11	10	1
llava	17	1	12	11	1
llava	17	1	13	12	1
llava	17	1	14	13	0
llava	17	1	15	14	1
llava	17	1	16	15	1
llava	17	1	17	16	1
llava	17	1	18	17	1
llava	18	1	1	0	1
llava	18	1	2	1	0
llava	18	1	3	2	1
llava	18	1	4	3	1
llava	18	1	5	4	1
llava	18	1	6	5	1
llava	18	1	7	6	1
llava	18	1	8	7	1
llava	18	1	9	8	1
llava	18	1	10	9	0
llava	18	1	11	10	1
llava	18	1	12	11	0
llava	18	1	13	12	0
llava	18	1	14	13	1
llava	18	1	15	14	0
llava	18	1	16	15	0
llava	19	1	1	0	0
llava	19	1	2	1	0
llava	19	1	3	2	1
llava	19	1	4	3	0
llava	19	1	5	4	1
llava	19	1	6	5	0
llava	19	1	7	6	1
llava	19	1	8	7	0
llava	19	1	9	8	1
llava	19	1	10	9	1
llava	20	1	1	0	0
llava	20	1	2	1	1
llava	20	1	3	2	1
llava	20	1	4	3	1
llava	20	1	5	4	1
llava	20	1	6	5	1
llava	20	1	7	6	0
llava	20	1	8	7	1
llava	20	1	9	8	1
llava	20	1	10	9	1
llava	20	1	11	10	1
llava	20	1	12	11	0
llava	20	1	13	12	0
llava	20	1	14	13	1
llava	20	1	15	14	0
llava	20	1	16	15	1
llava	20	1	17	16	1
llava	20	1	18	17	0
llava	20	1	19	18	0
llava	21	1	1	0	1
llava	21	1	2	1	1
llava	21	1	3	2	1
llava	21	1	4	3	1
llava	21	1	5	4	1
llava	21	1	6	5	1
llava	21	1	7	6	0
llava	21	1	8	7	0
llava	21	1	9	8	0
llava	21	1	10	9	0
llava	21	1	11	10	0
llava	21	1	12	11	1
llava	21	1	13	12	0
llava	21	1	14	13	0
llava	21	1	15	14	0
llava	21	1	16	15	1
llava	22	1	1	0	0
llava	22	1	2	1	0
llava	22	1	3	2	0
llava	22	1	4	3	1
llava	22	1	5	4	0
llava	22	1	6	5	1
llava	22	1	7	6	0
llava	22	1	8	7	0
llava	22	1	9	8	1
llava	22	1	10	9	1
llava	22	1	11	10	0
llava	22	1	12	11	0
llava	22	1	13	12	1
llava	22	1	14	13	0
llava	22	1	15	14	0
llava	22	1	16	15	1
llava	23	1	1	0	1
llava	23	1	2	1	1
llava	23	1	3	2	1
llava	23	1	4	3	0
llava	23	1	5	4	1
llava	23	1	6	5	0
llava	23	1	7	6	1
llava	23	1	8	7	1
llava	23	1	9	8	1
llava	23	1	10	9	0
llava	23	1	11	10	0
llava	23	1	12	11	0
llava	23	1	13	12	0
llava	23	1	14	13	1
llava	23	1	15	14	1
llava	23	1	16	15	0
llava	23	1	17	16	0
llava	23	1	18	17	1
llava	23	1	19	18	0
llava	24	1	1	0	0
llava	24	1	2	1	0
llava	24	1	3	2	1
llava	24	1	4	3	0
llava	24	1	5	4	1
llava	24	1	6	5	0
llava	24	1	7	6	0
llava	24	1	8	7	1
llava	24	1	9	8	1
llava	24	1	10	9	0
llava	25	1	1	0	0
llava	25	1	2	1	1
llava	25	1	3	2	0
llava	25	1	4	3	1
llava	25	1	5	4	1
llava	25	1	6	5	1
llava	25	1	7	6	0
llava	25	1	8	7	1
llava	26	1	1	0	0
llava	26	1	2	1	1
llava	26	1	3	2	1
llava	26	1	4	3	0
