sample_id	turn	images	model	ok
6	11	[1, 2]	llava	0
6	12	[1]	llava	1
6	13	[1, 2]	llava	0
6	14	[1, 2]	llava	0
6	15	[2]	llava	1
6	1	[2]	qwen	1
6	2	[1]	qwen	0
6	3	[1, 2]	qwen	0
6	4	[1, 2]	qwen	0
6	5	[1, 2]	qwen	0
6	6	[1]	qwen	1
6	7	[1, 2]	qwen	0
6	8	[1, 2]	qwen	0
6	9	[2]	qwen	1
6	10	[1, 2]	qwen	1
6	11	[1, 2]	qwen	0
6	12	[1]	qwen	1
6	13	[1, 2]	qwen	0
6	14	[1, 2]	qwen	0
6	15	[2]	qwen	1
7	1	[1, 2]	blip2	0
7	2	[1, 2]	blip2	0
7	3	[1]	blip2	1
7	4	[1]	blip2	0
7	5	[1, 2]	blip2	0
7	6	[1, 2]	blip2	0
7	7	[2]	blip2	1
7	8	[1]	blip2	0
7	9	[2]	blip2	0
7	10	[1, 2]	blip2	0
7	11	[1, 2]	blip2	0
7	12	[1, 2]	blip2	0
7	13	[2]	blip2	0
7	14	[1, 2]	blip2	0
7	15	[1, 2]	blip2	0
7	16	[1, 2]	blip2	0
7	1	[1, 2]	llava	0
7	2	[1, 2]	llava	1
7	3	[1]	llava	1
7	4	[1]	llava	1
7	5	[1, 2]	llava	0
7	6	[1, 2]	llava	0
7	7	[2]	llava	1
7	8	[1]	llava	1
7	9	[2]	llava	1
7	10	[1, 2]	llava	0
7	11	[1, 2]	llava	0
7	12	[1, 2]	llava	1
7	13	[2]	llava	0
7	14	[1, 2]	llava	0
7	15	[1, 2]	llava	0
7	16	[1, 2]	llava	0
7	1	[1, 2]	qwen	1
7	2	[1, 2]	qwen	0
7	3	[1]	qwen	1
7	4	[1]	qwen	1
7	5	[1, 2]	qwen	1
7	6	[1, 2]	qwen	0
7	7	[2]	qwen	1
7	8	[1]	qwen	1
7	9	[2]	qwen	1
7	10	[1, 2]	qwen	0
7	11	[1, 2]	qwen	0
7	12	[1, 2]	qwen	1
7	13	[2]	qwen	0
7	14	[1, 2]	qwen	1
7	15	[1, 2]	qwen	0
7	16	[1, 2]	qwen	0
8	1	[4]	blip2	1
8	2	[1, 4]	blip2	0
8	3	[1]	blip2	1
8	4	[2, 3]	blip2	0
8	5	[1, 2, 4]	blip2	0
8	6	[2]	blip2	1
8	7	[2]	blip2	1
8	8	[4]	blip2	0
8	9	[1]	blip2	0
8	10	[1, 2, 4]	blip2	0
8	11	[1, 3, 4]	blip2	0
8	12	[2]	blip2	1
8	13	[3]	blip2	0
8	14	[1, 2]	blip2	0
8	15	[3]	blip2	1
8	16	[3]	blip2	1
8	17	[4]	blip2	0
8	18	[3, 4]	blip2	0
8	19	[1]	blip2	0
8	20	[2, 3]	blip2	0
8	1	[4]	llava	1
8	2	[1, 4]	llava	0
8	3	[1]	llava	1
8	4	[2, 3]	llava	0
8	5	[1, 2, 4]	llava	0
8	6	[2]	llava	1
8	7	[2]	llava	1
8	8	[4]	llava	1
8	9	[1]	llava	1
8	10	[1, 2, 4]	llava	0
8	11	[1, 3, 4]	llava	1
8	12	[2]	llava	1
8	13	[3]	llava	1
8	14	[1, 2]	llava	1
8	15	[3]	llava	1
8	16	[3]	llava	1
8	17	[4]	llava	0
8	18	[3, 4]	llava	0
8	19	[1]	llava	0
8	20	[2, 3]	llava	0
8	1	[4]	qwen	1
8	2	[1, 4]	qwen	0
8	3	[1]	qwen	1
8	4	[2, 3]	qwen	1
8	5	[1, 2, 4]	qwen	0
8	6	[2]	qwen	1
8	7	[2]	qwen	1
8	8	[4]	qwen	1
8	9	[1]	qwen	1
8	10	[1, 2, 4]	qwen	0
8	11	[1, 3, 4]	qwen	1
8	12	[2]	qwen	1
8	13	[3]	qwen	1
8	14	[1, 2]	qwen	1
8	15	[3]	qwen	1
8	16	[3]	qwen	1
8	17	[4]	qwen	1
8	18	[3, 4]	qwen	0
8	19	[1]	qwen	1
8	20	[2, 3]	qwen	0
9	1	[1]	blip2	1
9	2	[2]	blip2	1
9	3	[2]	blip2	1
9	4	[1, 2]	blip2	1
9	5	[2]	blip2	1
9	6	[1]	blip2	1
9	7	[1, 2]	blip2	0
9	8	[1]	blip2	1
9	1	[1]	llava	1
9	2	[2]	llava	1
9	3	[2]	llava	1
9	4	[1, 2]	llava	1
9	5	[2]	llava	1
9	6	[1]	llava	1
9	7	[1, 2]	llava	0
9	8	[1]	llava	1
9	1	[1]	qwen	1
9	2	[2]	qwen	1
9	3	[2]	qwen	1
9	4	[1, 2]	qwen	0
9	5	[2]	qwen	1
9	6	[1]	qwen	1
9	7	[1, 2]	qwen	0
9	8	[1]	qwen	1
10	1	[1, 2]	blip2	0
10	2	[1, 2]	blip2	0
10	3	[2]	blip2	0
10	4	[1, 2]	blip2	0
10	5	[1, 2]	blip2	1
10	6	[1, 2]	blip2	0
10	7	[1, 2]	blip2	0
10	8	[1]	blip2	1
10	9	[1, 2]	blip2	1
10	10	[2]	blip2	1
10	11	[2]	blip2	1
10	12	[1, 2]	blip2	0
10	13	[1, 2]	blip2	0
10	14	[1]	blip2	1
10	15	[1, 2]	blip2	1
10	16	[1]	blip2	1
10	1	[1, 2]	llava	1
10	2	[1, 2]	llava	0
10	3	[2]	llava	1
10	4	[1, 2]	llava	1
10	5	[1, 2]	llava	1
10	6	[1, 2]	llava	1
10	7	[1, 2]	llava	0
10	8	[1]	llava	1
10	9	[1, 2]	llava	1
10	10	[2]	llava	1
10	11	[2]	llava	0
10	12	[1, 2]	llava	0
10	13	[1, 2]	llava	0
10	14	[1]	llava	1
10	15	[1, 2]	llava	1
10	16	[1]	llava	1
10	1	[1, 2]	qwen	1
10	2	[1, 2]	qwen	0
10	3	[2]	qwen	1
10	4	[1, 2]	qwen	1
10	5	[1, 2]	qwen	0
10	6	[1, 2]	qwen	1
10	7	[1, 2]	qwen	1
10	8	[1]	qwen	1
10	9	[1, 2]	qwen	1
10	10	[2]	qwen	1
10	11	[2]	qwen	1
10	12	[1, 2]	qwen	1
10	13	[1, 2]	qwen	1
10	14	[1]	qwen	1
10	15	[1, 2]	qwen	1
10	16	[1]	qwen	1
11	1	[1]	blip2	0
11	2	[1, 2]	blip2	0
11	3	[1]	blip2	1
11	4	[1, 2]	blip2	1
11	5	[2]	blip2	0
11	6	[1, 2]	blip2	0
11	7	[1, 2]	blip2	0
11	8	[1, 2]	blip2	1
11	9	[1, 2]	blip2	0
11	10	[1, 2]	blip2	1
11	11	[1, 2]	blip2	0
11	12	[1, 2]	blip2	1
11	13	[1, 2]	blip2	0
11	14	[2]	blip2	0
11	15	[1]	blip2	0
11	16	[2]	blip2	0
11	1	[1]	llava	0
11	2	[1, 2]	llava	0
11	3	[1]	llava	1
11	4	[1, 2]	llava	0
11	5	[2]	llava	1
11	6	[1, 2]	llava	0
11	7	[1, 2]	llava	0
11	8	[1, 2]	llava	0
11	9	[1, 2]	llava	0
11	10	[1, 2]	llava	1
11	11	[1, 2]	llava	0
11	12	[1, 2]	llava	1
11	13	[1, 2]	llava	0
11	14	[2]	llava	1
11	15	[1]	llava	1
11	16	[2]	llava	0
11	1	[1]	qwen	0
11	2	[1, 2]	qwen	0
11	3	[1]	qwen	1
11	4	[1, 2]	qwen	0
11	5	[2]	qwen	1
11	6	[1, 2]	qwen	0
11	7	[1, 2]	qwen	0
11	8	[1, 2]	qwen	1
11	9	[1, 2]	qwen	0
11	10	[1, 2]	qwen	1
11	11	[1, 2]	qwen	1
11	12	[1, 2]	qwen	1
11	13	[1, 2]	qwen	1
11	14	[2]	qwen	1
11	15	[1]	qwen	1
11	16	[2]	qwen	1
12	1	[1, 2]	blip2	0
12	2	[1]	blip2	1
12	3	[1]	blip2	1
12	4	[1, 2]	blip2	0
12	5	[1, 2]	blip2	0
12	6	[1]	blip2	0
12	7	[1]	blip2	1
12	8	[1, 2]	blip2	0
12	9	[1]	blip2	1
12	10	[1, 2]	blip2	0
12	11	[2]	blip2	1
12	12	[1, 2]	blip2	0
12	13	[2]	blip2	0
12	14	[1, 2]	blip2	0
12	15	[2]	blip2	0
12	1	[1, 2]	llava	0
12	2	[1]	llava	1
12	3	[1]	llava	1
12	4	[1, 2]	llava	0
12	5	[1, 2]	llava	0
12	6	[1]	llava	1
12	7	[1]	llava	1
12	8	[1, 2]	llava	0
12	9	[1]	llava	0
12	10	[1, 2]	llava	0
12	11	[2]	llava	1
12	12	[1, 2]	llava	0
12	13	[2]	llava	0
12	14	[1, 2]	llava	0
12	15	[2]	llava	0
12	1	[1, 2]	qwen	0
12	2	[1]	qwen	1
12	3	[1]	qwen	1
12	4	[1, 2]	qwen	0
12	5	[1, 2]	qwen	0
12	6	[1]	qwen	1
12	7	[1]	qwen	1
12	8	[1, 2]	qwen	0
12	9	[1]	qwen	1
12	10	[1, 2]	qwen	0
12	11	[2]	qwen	1
12	12	[1, 2]	qwen	0
12	13	[2]	qwen	1
12	14	[1, 2]	qwen	0
12	15	[2]	qwen	0
13	1	[1]	blip2	0
13	2	[1, 4]	blip2	0
13	3	[1, 4]	blip2	0
13	4	[1, 4]	blip2	0
13	5	[2, 3, 4]	blip2	0
13	6	[4]	blip2	1
13	7	[2]	blip2	1
13	8	[2]	blip2	1
13	9	[4]	blip2	1
13	10	[3]	blip2	1
13	11	[3]	blip2	1
13	12	[3]	blip2	1
13	13	[1]	blip2	0
13	14	[4]	blip2	1
13	15	[1, 2, 3]	blip2	0
13	16	[2]	blip2	1
13	17	[3, 4]	blip2	0
13	18	[1]	blip2	1
13	1	[1]	llava	1
13	2	[1, 4]	llava	0
13	3	[1, 4]	llava	0
13	4	[1, 4]	llava	0
13	5	[2, 3, 4]	llava	0
13	6	[4]	llava	1
13	7	[2]	llava	1
13	8	[2]	llava	1
13	9	[4]	llava	1
13	10	[3]	llava	1
13	11	[3]	llava	1
13	12	[3]	llava	1
13	13	[1]	llava	1
13	14	[4]	llava	1
13	15	[1, 2, 3]	llava	0
13	16	[2]	llava	1
13	17	[3, 4]	llava	0
13	18	[1]	llava	0
13	1	[1]	qwen	1
13	2	[1, 4]	qwen	0
13	3	[1, 4]	qwen	0
13	4	[1, 4]	qwen	0
13	5	[2, 3, 4]	qwen	1
13	6	[4]	qwen	1
13	7	[2]	qwen	1
13	8	[2]	qwen	1
13	9	[4]	qwen	1
13	10	[3]	qwen	1
13	11	[3]	qwen	1
13	12	[3]	qwen	1
13	13	[1]	qwen	1
13	14	[4]	qwen	1
13	15	[1, 2, 3]	qwen	0
13	16	[2]	qwen	1
13	17	[3, 4]	qwen	0
13	18	[1]	qwen	1
14	1	[1, 2]	blip2	0
14	2	[1, 2]	blip2	0
14	3	[1, 2]	blip2	0
14	4	[1, 2]	blip2	0
14	5	[1]	blip2	1
14	6	[1]	blip2	0
14	7	[1, 2]	blip2	0
14	8	[1]	blip2	0
14	9	[1, 2]	blip2	1
14	10	[1, 2]	blip2	0
14	11	[1, 2]	blip2	0
14	12	[1, 2]	blip2	0
14	13	[1, 2]	blip2	1
14	1	[1, 2]	llava	0
14	2	[1, 2]	llava	0
14	3	[1, 2]	llava	0
14	4	[1, 2]	llava	0
14	5	[1]	llava	1
14	6	[1]	llava	1
14	7	[1, 2]	llava	1
14	8	[1]	llava	1
14	9	[1, 2]	llava	1
14	10	[1, 2]	llava	0
14	11	[1, 2]	llava	0
14	12	[1, 2]	llava	1
14	13	[1, 2]	llava	1
14	1	[1, 2]	qwen	0
14	2	[1, 2]	qwen	0
14	3	[1, 2]	qwen	0
14	4	[1, 2]	qwen	0
14	5	[1]	qwen	1
14	6	[1]	qwen	1
14	7	[1, 2]	qwen	1
14	8	[1]	qwen	1
14	9	[1, 2]	qwen	1
14	10	[1, 2]	qwen	0
14	11	[1, 2]	qwen	0
14	12	[1, 2]	qwen	1
14	13	[1, 2]	qwen	1
15	1	[4]	blip2	0
15	2	[1, 4]	blip2	0
15	3	[1, 3, 4]	blip2	0
15	4	[2, 4]	blip2	0
15	5	[1]	blip2	0
15	6	[3]	blip2	0
15	7	[1, 2, 3, 4]	blip2	0
15	8	[2]	blip2	1
15	9	[4]	blip2	0
15	10	[3]	blip2	0
15	11	[1]	blip2	0
15	12	[2, 4]	blip2	0
15	13	[2]	blip2	1
15	14	[1, 2]	blip2	1
15	15	[3]	blip2	0
15	16	[2]	blip2	1
15	17	[3, 4]	blip2	0
15	18	[4]	blip2	0
15	19	[1, 3]	blip2	0
15	20	[1]	blip2	0
15	1	[4]	llava	1
15	2	[1, 4]	llava	1
15	3	[1, 3, 4]	llava	0
15	4	[2, 4]	llava	0
15	5	[1]	llava	1
15	6	[3]	llava	0
15	7	[1, 2, 3, 4]	llava	0
15	8	[2]	llava	1
15	9	[4]	llava	0
15	10	[3]	llava	1
15	11	[1]	llava	1
15	12	[2, 4]	llava	0
15	13	[2]	llava	1
15	14	[1, 2]	llava	1
15	15	[3]	llava	0
15	16	[2]	llava	1
15	17	[3, 4]	llava	0
15	18	[4]	llava	1
15	19	[1, 3]	llava	1
15	20	[1]	llava	1
15	1	[4]	qwen	1
15	2	[1, 4]	qwen	0
15	3	[1, 3, 4]	qwen	0
15	4	[2, 4]	qwen	0
15	5	[1]	qwen	1
15	6	[3]	qwen	0
15	7	[1, 2, 3, 4]	qwen	1
15	8	[2]	qwen	1
15	9	[4]	qwen	0
15	10	[3]	qwen	0
15	11	[1]	qwen	0
15	12	[2, 4]	qwen	1
15	13	[2]	qwen	1
15	14	[1, 2]	qwen	1
15	15	[3]	qwen	0
15	16	[2]	qwen	1
15	17	[3, 4]	qwen	0
15	18	[4]	qwen	0
15	19	[1, 3]	qwen	0
15	20	[1]	qwen	1
16	1	[1, 2]	blip2	0
16	2	[1, 2]	blip2	0
16	3	[2]	blip2	1
16	4	[1]	blip2	1
16	5	[1, 2]	blip2	0
16	6	[2]	blip2	0
16	7	[1]	blip2	0
16	8	[1, 2]	blip2	1
16	9	[1, 2]	blip2	0
16	10	[1, 2]	blip2	1
16	11	[1, 2]	blip2	0
16	12	[1, 2]	blip2	1
16	13	[1, 2]	blip2	1
16	14	[2]	blip2	0
16	15	[1]	blip2	1
16	16	[1, 2]	blip2	0
16	1	[1, 2]	llava	0
16	2	[1, 2]	llava	0
16	3	[2]	llava	1
16	4	[1]	llava	1
16	5	[1, 2]	llava	0
16	6	[2]	llava	1
16	7	[1]	llava	1
16	8	[1, 2]	llava	1
16	9	[1, 2]	llava	1
16	10	[1, 2]	llava	1
16	11	[1, 2]	llava	1
16	12	[1, 2]	llava	1
16	13	[1, 2]	llava	1
16	14	[2]	llava	1
16	15	[1]	llava	1
16	16	[1, 2]	llava	1
16	1	[1, 2]	qwen	0
16	2	[1, 2]	qwen	0
16	3	[2]	qwen	1
16	4	[1]	qwen	1
16	5	[1, 2]	qwen	0
16	6	[2]	qwen	1
16	7	[1]	qwen	1
16	8	[1, 2]	qwen	1
16	9	[1, 2]	qwen	1
16	10	[1, 2]	qwen	0
16	11	[1, 2]	qwen	1
16	12	[1, 2]	qwen	1
16	13	[1, 2]	qwen	1
16	14	[2]	qwen	1
16	15	[1]	qwen	1
16	16	[1, 2]	qwen	1
17	1	[1, 2]	blip2	0
17	2	[1, 2]	blip2	0
17	3	[1, 2]	blip2	0
17	4	[1, 2]	blip2	1
17	5	[1, 2]	blip2	0
17	6	[1]	blip2	0
17	7	[1, 2]	blip2	1
17	8	[1, 2]	blip2	0
17	9	[1, 2]	blip2	0
17	10	[2]	blip2	1
17	11	[2]	blip2	1
17	12	[1]	blip2	1
17	13	[1, 2]	blip2	1
17	14	[2]	blip2	1
17	15	[1, 2]	blip2	0
17	16	[1, 2]	blip2	0
17	17	[1, 2]	blip2	1
17	18	[1]	blip2	1
17	1	[1, 2]	llava	0
17	2	[1, 2]	llava	0
17	3	[1, 2]	llava	1
17	4	[1, 2]	llava	1
17	5	[1, 2]	llava	1
17	6	[1]	llava	1
17	7	[1, 2]	llava	1
17	8	[1, 2]	llava	0
17	9	[1, 2]	llava	1
17	10	[2]	llava	1
17	11	[2]	llava	0
17	12	[1]	llava	1
17	13	[1, 2]	llava	1
17	14	[2]	llava	1
17	15	[1, 2]	llava	1
17	16	[1, 2]	llava	0
17	17	[1, 2]	llava	1
17	18	[1]	llava	1
17	1	[1, 2]	qwen	0
17	2	[1, 2]	qwen	1
17	3	[1, 2]	qwen	0
17	4	[1, 2]	qwen	1
17	5	[1, 2]	qwen	0
17	6	[1]	qwen	1
17	7	[1, 2]	qwen	1
17	8	[1, 2]	qwen	0
17	9	[1, 2]	qwen	1
17	10	[2]	qwen	1
17	11	[2]	qwen	1
17	12	[1]	qwen	1
17	13	[1, 2]	qwen	1
17	14	[2]	qwen	1
17	15	[1, 2]	qwen	1
17	16	[1, 2]	qwen	0
17	17	[1, 2]	qwen	1
17	18	[1]	qwen	1
18	1	[1, 2, 3]	blip2	0
18	2	[1, 2, 3]	blip2	0
18	3	[2]	blip2	0
18	4	[3]	blip2	1
18	5	[3]	blip2	0
18	6	[2]	blip2	0
18	7	[1, 2, 3]	blip2	0
18	8	[1, 2, 3]	blip2	0
18	9	[1]	blip2	0
18	10	[1, 2, 3]	blip2	0
18	11	[1]	blip2	0
18	12	[1]	blip2	0
18	13	[2]	blip2	0
18	14	[3]	blip2	1
18	15	[1, 2, 3]	blip2	0
18	16	[1, 2, 3]	blip2	0
18	1	[1, 2, 3]	llava	1
18	2	[1, 2, 3]	llava	0
18	3	[2]	llava	1
18	4	[3]	llava	1
18	5	[3]	llava	1
18	6	[2]	llava	1
18	7	[1, 2, 3]	llava	0
18	8	[1, 2, 3]	llava	1
18	9	[1]	llava	1
18	10	[1, 2, 3]	llava	0
18	11	[1]	llava	1
18	12	[1]	llava	0
18	13	[2]	llava	1
18	14	[3]	llava	1
18	15	[1, 2, 3]	llava	0
18	16	[1, 2, 3]	llava	0
18	1	[1, 2, 3]	qwen	1
18	2	[1, 2, 3]	qwen	0
18	3	[2]	qwen	1
18	4	[3]	qwen	1
18	5	[3]	qwen	1
18	6	[2]	qwen	1
18	7	[1, 2, 3]	qwen	0
18	8	[1, 2, 3]	qwen	1
18	9	[1]	qwen	0
18	10	[1, 2, 3]	qwen	0
18	11	[1]	qwen	1
18	12	[1]	qwen	0
18	13	[2]	qwen	0
18	14	[3]	qwen	1
18	15	[1, 2, 3]	qwen	0
18	16	[1, 2, 3]	qwen	0
19	1	[1, 2]	blip2	0
19	2	[1, 2]	blip2	1
19	3	[1, 2]	blip2	0
19	4	[1, 2]	blip2	0
19	5	[1, 2]	blip2	0
19	6	[1, 2]	blip2	1
19	7	[1, 2]	blip2	0
19	8	[1, 2]	blip2	0
19	9	[1, 2]	blip2	0
19	10	[1, 2]	blip2	0
19	1	[1, 2]	llava	1
19	2	[1, 2]	llava	0
19	3	[1, 2]	llava	1
19	4	[1, 2]	llava	0
